PC Adult,section_name,row_name,seat,Last Seat,Timestamp,20-Game Plan,10-Game Plan,Pick Plan,Individual ,tickets_sold,20-Game Plan $,10-Game Plan $,Pick Plan $,Group $,gross_revenue
8,VIP25,5,13,16,44309,72,0,0,0,72,42410,0,0,0,0
8,VIP25,5,16,16,44309,1,0,0,0,1,864,0,0,0,0
9,6,11,1,2,44309,0,0,0,0,0,0,0,0,0,0
9,7,10,1,1,44309,0,0,0,1,1,0,0,0,0,575
9,7,10,1,2,44309,0,0,0,10,10,0,0,0,0,8071
9,7,10,2,2,44309,0,0,0,1,1,0,0,0,0,575
9,7,10,8,9,44309,0,0,0,4,4,0,0,0,0,3228
9,7,10,8,11,44309,0,0,0,8,8,0,0,0,0,4260
9,7,10,10,10,44309,0,0,0,1,1,0,0,0,0,25
9,7,10,10,11,44309,0,0,0,2,2,0,0,0,0,1990
9,7,10,17,17,44309,1,0,0,0,1,1323,0,0,0,0
9,7,10,17,18,44309,12,0,0,4,16,4956,0,0,0,5300
9,7,10,18,18,44309,1,0,0,0,1,1323,0,0,0,0
9,9,9,1,2,44309,0,0,14,6,20,0,0,11463,0,5316
9,9,9,8,11,44309,0,0,0,32,32,0,0,0,0,23625
9,9,9,17,18,44309,0,0,10,0,10,0,0,11166,0,0
9,10,11,7,8,44309,0,0,0,2,2,0,0,0,0,1100
9,23,1,1,2,44309,2,0,8,20,30,955,0,4550,0,29559
9,23,1,9,10,44309,28,0,0,0,28,22223,0,0,0,0
9,23,1,16,18,44309,0,0,0,0,0,0,0,0,0,0
9,23,1,17,18,44309,0,0,22,2,24,0,0,21927,0,3100
9,23,2,5,6,44309,0,0,0,0,0,0,0,0,0,0
9,23,2,13,14,44309,0,0,0,0,0,0,0,0,0,0
9,23,4,8,8,44309,0,0,0,1,1,0,0,0,0,1755
9,23,4,9,10,44309,0,0,0,10,10,0,0,0,0,12100
9,23,4,16,17,44309,0,0,0,2,2,0,0,0,0,1300
9,23,4,18,18,44309,0,0,0,1,1,0,0,0,0,650
9,23,5,18,18,44309,0,0,0,1,1,0,0,0,0,650
9,23,6,15,18,44309,0,0,0,4,4,0,0,0,0,2600
9,23,7,1,2,44309,0,0,0,0,0,0,0,0,0,0
9,25,7,1,2,44309,0,0,0,2,2,0,0,0,0,690
9,25,7,17,18,44309,0,0,0,2,2,0,0,0,0,347
9,VIP25,1,1,2,44309,34,0,0,0,34,20228,0,0,0,0
9,VIP25,1,8,8,44309,2,0,0,0,2,3863,0,0,0,0
9,VIP25,1,8,9,44309,30,0,0,0,30,21778,0,0,0,0
9,VIP25,1,9,9,44309,2,0,0,0,2,3863,0,0,0,0
9,VIP25,1,15,16,44309,0,0,4,0,4,0,0,4179,0,0
9,VIP25,1,15,18,44309,0,0,32,12,44,0,0,31687,0,15174
9,VIP25,1,17,18,44309,0,0,4,0,4,0,0,4179,0,0
9,VIP25,4,8,9,44309,20,0,0,0,20,24669,0,0,0,0
A,9,14,1,2,44309,0,0,0,6,6,0,0,0,0,4020
A,9,14,17,17,44309,0,0,0,0,0,0,0,0,0,0
A,9,14,18,18,44309,0,0,0,0,0,0,0,0,0,0
A,9,17,10,11,44309,18,0,0,0,18,8966,0,0,0,0
A,9,17,11,11,44309,0,0,0,1,1,0,0,0,0,1250
A,23,12,1,2,44309,2,0,0,0,2,855,0,0,0,0
A,23,12,1,4,44309,40,0,0,8,48,16877,0,0,0,600
A,23,12,3,4,44309,2,0,0,0,2,855,0,0,0,0
A,23,15,11,11,44309,0,0,0,1,1,0,0,0,0,305
A,23,15,11,12,44309,22,0,0,6,28,9873,0,0,0,2070
A,23,15,12,12,44309,0,0,0,1,1,0,0,0,0,305
A,23,15,17,18,44309,0,0,0,6,6,0,0,0,0,3693
A,25,11,1,1,44309,0,0,0,1,1,0,0,0,0,229
A,25,11,1,2,44309,0,0,0,2,2,0,0,0,0,1190
A,25,11,2,2,44309,0,0,0,1,1,0,0,0,0,229
A,25,12,15,15,44309,1,0,0,2,3,1397,0,0,0,150
A,25,12,15,18,44309,40,0,0,0,40,15913,0,0,0,0
A,25,12,16,18,44309,3,0,0,6,9,4190,0,0,0,450
A,25,15,1,2,44309,0,0,0,2,2,0,0,0,0,1150
A,25,15,8,9,44309,28,0,0,4,32,9893,0,0,0,1320
A,A1,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,1,4,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,2,3,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,2,4,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A1,1,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,5,5,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,5,6,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,5,8,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,6,6,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,6,7,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,6,8,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,7,7,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,7,8,44309,0,0,0,0,0,0,0,0,0,0
A,A1,2,8,8,44309,0,0,0,0,0,0,0,0,0,0
A,A1,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A1,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A1,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A1,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A1,SRO,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A1,SRO,2,3,44309,0,0,0,0,0,0,0,0,0,0
A,A1,SRO,9,10,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,1,4,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,2,3,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,2,4,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A2,1,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,5,5,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,5,6,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,5,7,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,5,8,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,6,6,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,6,7,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,7,7,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,7,8,44309,0,0,0,0,0,0,0,0,0,0
A,A2,2,8,8,44309,0,0,0,0,0,0,0,0,0,0
A,A2,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A2,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A2,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,1,4,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A2,SRO,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A3,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A3,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A3,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A3,2,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A3,2,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A3,2,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A3,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A3,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A3,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A3,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A3,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A3,SRO,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A4,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A4,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A4,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A4,2,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A4,2,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A4,2,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A4,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A4,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A4,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A4,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A4,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A4,SRO,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A5,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A5,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A5,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A5,2,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A5,2,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A5,2,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A5,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A5,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A5,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A5,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A6,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A6,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A6,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A6,2,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A6,2,4,5,44309,0,0,0,0,0,0,0,0,0,0
A,A6,2,5,5,44309,0,0,0,0,0,0,0,0,0,0
A,A6,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A6,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A6,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A6,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A6,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A6,SRO,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A6,SRO,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A7,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A7,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A7,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A7,2,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A7,2,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A7,2,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A7,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A7,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A7,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A7,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A7,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A7,SRO,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A8,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A8,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A8,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A8,2,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A8,2,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A9,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A9,2,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A9,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A9,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A9,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A9,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A9,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A9,SRO,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A10,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A10,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A10,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A10,2,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A10,2,3,4,44309,0,0,0,0,0,0,0,0,0,0
A,A10,2,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A10,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A10,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A10,SRO,6,7,44309,0,0,0,0,0,0,0,0,0,0
A,A11,1,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A11,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A11,1,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,1,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A11,1,2,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,1,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,2,4,4,44309,0,0,0,0,0,0,0,0,0,0
A,A11,2,4,5,44309,0,0,0,0,0,0,0,0,0,0
A,A11,2,4,6,44309,0,0,0,0,0,0,0,0,0,0
A,A11,2,5,5,44309,0,0,0,0,0,0,0,0,0,0
A,A11,2,5,6,44309,0,0,0,0,0,0,0,0,0,0
A,A11,2,6,6,44309,0,0,0,0,0,0,0,0,0,0
A,A11,BS,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A11,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A11,BS,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,BS,2,2,44309,0,0,0,0,0,0,0,0,0,0
A,A11,BS,2,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,BS,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,SRO,1,1,44309,0,0,0,0,0,0,0,0,0,0
A,A11,SRO,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A11,SRO,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,SRO,2,3,44309,0,0,0,0,0,0,0,0,0,0
A,A11,SRO,3,3,44309,0,0,0,0,0,0,0,0,0,0
A,A12,1,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A12,1,1,3,44309,0,0,0,0,0,0,0,0,0,0
A,A12,2,4,6,44309,0,0,0,0,0,0,0,0,0,0
A,A12,BS,1,2,44309,0,0,0,0,0,0,0,0,0,0
A,A12,BS,1,3,44309,0,0,0,0,0,0,0,0,0,0
