,section_name,row_name,seat,Last Seat,# of Seats,POD Size,Level,Description,Notes,concat,baseline_price
1559,225,9,19,22,4,4,200-Level,4 Seat 200-Level,,225_9_19,159.7345264
1560,225,9,25,26,2,2,200-Level,2 Seat 200-Level,,225_9_25,158.0267256
1561,225,11,1,2,2,2,200-Level,2 Seat 200-Level,,225_11_1,150.5414163
1562,225,11,5,6,2,2,200-Level,2 Seat 200-Level,,225_11_5,146.1571024
1563,225,11,9,12,4,4,200-Level,4 Seat 200-Level,,225_11_9,145.0029741
1564,225,11,15,16,2,2,200-Level,2 Seat 200-Level,,225_11_15,146.521067
1565,225,11,19,22,4,4,200-Level,4 Seat 200-Level,,225_11_19,148.0503191
1566,225,11,25,26,2,2,200-Level,2 Seat 200-Level,,225_11_25,148.4464739
1567,225,13,1,2,2,2,200-Level,2 Seat 200-Level,,225_13_1,140.3199346
1568,225,13,5,6,2,2,200-Level,2 Seat 200-Level,,225_13_5,136.980302
1569,225,13,9,12,4,4,200-Level,4 Seat 200-Level,,225_13_9,136.6635498
1570,225,13,15,16,2,2,200-Level,2 Seat 200-Level,,225_13_15,139.3962886
1571,225,13,19,22,4,4,200-Level,4 Seat 200-Level,,225_13_19,141.7757929
1572,225,13,25,26,2,2,200-Level,2 Seat 200-Level,,225_13_25,143.5213636
1573,225,15,1,2,2,2,200-Level,2 Seat 200-Level,,225_15_1,137.9193993
1574,225,15,5,6,2,2,200-Level,2 Seat 200-Level,,225_15_5,135.0720632
1575,225,15,9,12,4,4,200-Level,4 Seat 200-Level,,225_15_9,135.0982446
1576,225,15,15,16,2,2,200-Level,2 Seat 200-Level,,225_15_15,138.273063
1577,225,15,19,22,4,4,200-Level,4 Seat 200-Level,,225_15_19,140.957731
1578,225,15,25,26,2,2,200-Level,2 Seat 200-Level,,225_15_25,143.2359433
1579,225,17,1,2,2,2,200-Level,2 Seat 200-Level,,225_17_1,142.9372176
1580,225,17,5,6,2,2,200-Level,2 Seat 200-Level,,225_17_5,140.0602665
1581,225,17,9,12,4,4,200-Level,4 Seat 200-Level,,225_17_9,139.9156249
1582,225,17,15,16,2,2,200-Level,2 Seat 200-Level,,225_17_15,142.7432176
1583,225,17,19,22,4,4,200-Level,4 Seat 200-Level,,225_17_19,145.154483
1584,225,17,25,26,2,2,200-Level,2 Seat 200-Level,,225_17_25,147.0369696
1585,225,19,1,2,2,2,200-Level,2 Seat 200-Level,,225_19_1,154.3772081
1586,225,19,5,6,2,2,200-Level,2 Seat 200-Level,,225_19_5,150.9955136
1587,225,19,9,12,4,4,200-Level,4 Seat 200-Level,,225_19_9,150.1731597
1588,225,19,15,16,2,2,200-Level,2 Seat 200-Level,,225_19_15,151.8054207
1589,225,19,19,22,4,4,200-Level,4 Seat 200-Level,,225_19_19,153.3445445
1590,225,19,25,26,2,2,200-Level,2 Seat 200-Level,,225_19_25,153.8321197
1591,225,21,1,2,2,2,200-Level,2 Seat 200-Level,,225_21_1,170.7985346
1592,225,21,5,6,2,2,200-Level,2 Seat 200-Level,,225_21_5,166.3781676
1593,225,21,9,12,4,4,200-Level,4 Seat 200-Level,,225_21_9,164.3441722
1594,225,21,15,16,2,2,200-Level,2 Seat 200-Level,,225_21_15,163.9033801
1595,225,21,19,22,4,4,200-Level,4 Seat 200-Level,,225_21_19,163.8969421
1596,225,21,25,26,2,2,200-Level,2 Seat 200-Level,,225_21_25,161.9020042
1597,226,1,1,2,2,2,200-Level,2 Seat 200-Level,,226_1_1,213.8362675
1598,226,1,5,6,2,2,200-Level,2 Seat 200-Level,,226_1_5,192.2138348
1599,226,1,9,12,4,4,200-Level,4 Seat 200-Level,,226_1_9,177.5408926
1600,226,1,15,16,2,2,200-Level,2 Seat 200-Level,,226_1_15,170.0920656
1601,226,1,19,20,2,2,200-Level,2 Seat 200-Level,,226_1_19,163.6548713
1602,226,1,23,26,4,4,200-Level,4 Seat 200-Level,,226_1_23,156.4609912
1603,226,3,1,4,4,4,200-Level,4 Seat 200-Level,,226_3_1,174.3039498
1604,226,3,7,8,2,2,200-Level,2 Seat 200-Level,,226_3_7,160.65946
1605,226,3,11,12,2,2,200-Level,2 Seat 200-Level,,226_3_11,155.654947
1606,226,3,15,16,2,2,200-Level,2 Seat 200-Level,,226_3_15,149.9139208
1607,226,3,19,20,2,2,200-Level,2 Seat 200-Level,,226_3_19,143.8162264
1608,226,5,1,4,4,4,200-Level,4 Seat 200-Level,,226_5_1,159.0206
1609,226,5,7,8,2,2,200-Level,2 Seat 200-Level,,226_5_7,148.111266
1610,226,5,11,12,2,2,200-Level,2 Seat 200-Level,,226_5_11,143.8578592
1611,226,5,15,16,2,2,200-Level,2 Seat 200-Level,,226_5_15,139.2194568
1612,226,5,19,20,2,2,200-Level,2 Seat 200-Level,,226_5_19,134.5458597
1613,226,7,1,4,4,4,200-Level,4 Seat 200-Level,,226_7_1,146.0210449
1614,226,7,7,8,2,2,200-Level,2 Seat 200-Level,,226_7_7,138.2610453
1615,226,7,11,12,2,2,200-Level,2 Seat 200-Level,,226_7_11,134.9845057
1616,226,7,15,16,2,2,200-Level,2 Seat 200-Level,,226_7_15,131.6139705
1617,226,7,19,20,2,2,200-Level,2 Seat 200-Level,,226_7_19,128.4275636
1618,226,9,1,2,2,2,200-Level,2 Seat 200-Level,,226_9_1,146.8004785
1619,226,9,5,6,2,2,200-Level,2 Seat 200-Level,,226_9_5,133.5784349
1620,226,9,9,12,4,4,200-Level,4 Seat 200-Level,,226_9_9,132.0723598
1621,226,9,15,16,2,2,200-Level,2 Seat 200-Level,,226_9_15,128.9168556
1622,226,9,19,22,4,4,200-Level,4 Seat 200-Level,,226_9_19,126.922776
1623,226,9,25,26,2,2,200-Level,2 Seat 200-Level,,226_9_25,124.676754
1624,226,11,1,2,2,2,200-Level,2 Seat 200-Level,,226_11_1,139.7143284
1625,226,11,5,6,2,2,200-Level,2 Seat 200-Level,,226_11_5,128.4567494
1626,226,11,9,12,4,4,200-Level,4 Seat 200-Level,,226_11_9,128.3434397
1627,226,11,15,16,2,2,200-Level,2 Seat 200-Level,,226_11_15,126.8146168
1628,226,11,19,22,4,4,200-Level,4 Seat 200-Level,,226_11_19,126.009431
1629,226,11,25,26,2,2,200-Level,2 Seat 200-Level,,226_11_25,125.5647761
1630,226,13,1,2,2,2,200-Level,2 Seat 200-Level,,226_13_1,136.1802667
1631,226,13,5,6,2,2,200-Level,2 Seat 200-Level,,226_13_5,126.2536478
1632,226,13,9,12,4,4,200-Level,4 Seat 200-Level,,226_13_9,127.3979043
1633,226,13,15,16,2,2,200-Level,2 Seat 200-Level,,226_13_15,127.2502583
1634,226,13,19,22,4,4,200-Level,4 Seat 200-Level,,226_13_19,127.3631388
1635,226,13,25,26,2,2,200-Level,2 Seat 200-Level,,226_13_25,128.1378512
1636,226,15,1,2,2,2,200-Level,2 Seat 200-Level,,226_15_1,136.1081605
1637,226,15,5,6,2,2,200-Level,2 Seat 200-Level,,226_15_5,126.918484
1638,226,15,9,12,4,4,200-Level,4 Seat 200-Level,,226_15_9,128.3859308
1639,226,15,15,16,2,2,200-Level,2 Seat 200-Level,,226_15_15,129.1795281
1640,226,15,19,22,4,4,200-Level,4 Seat 200-Level,,226_15_19,129.8070237
1641,226,15,25,26,2,2,200-Level,2 Seat 200-Level,,226_15_25,131.0216696
1642,226,17,1,2,2,2,200-Level,2 Seat 200-Level,,226_17_1,128.9499042
1643,226,17,5,6,2,2,200-Level,2 Seat 200-Level,,226_17_5,129.6645281
1644,226,17,9,10,2,2,200-Level,2 Seat 200-Level,,226_17_9,130.2671298
1645,226,17,13,14,2,2,200-Level,2 Seat 200-Level,,226_17_13,130.8641519
1646,226,19,1,2,2,2,200-Level,2 Seat 200-Level,,226_19_1,130.3864484
1647,226,19,5,6,2,2,200-Level,2 Seat 200-Level,,226_19_5,131.0924882
1648,226,19,9,11,3,3,200-Level,3 Seat 200-Level,,226_19_9,131.6152581
1649,226,21,1,2,2,2,200-Level,2 Seat 200-Level,,226_21_1,129.4074352
1650,226,21,5,6,2,2,200-Level,2 Seat 200-Level,,226_21_5,129.7503688
1651,226,22,10,13,4,4,200-Level,4 Seat 200-Level,,226_22_10,126.0708071
1652,227,2,1,2,2,2,200-Level,2 Seat 200-Level,,227_2_1,138.3009612
1653,227,4,1,2,2,2,200-Level,2 Seat 200-Level,,227_4_1,126.96913
1654,227,6,3,6,4,4,200-Level,4 Seat 200-Level,,227_6_3,122.8565019
1655,227,8,1,2,2,2,200-Level,2 Seat 200-Level,,227_8_1,123.3724046
1656,227,8,5,6,2,2,200-Level,2 Seat 200-Level,,227_8_5,122.9878382
1657,227,8,10,13,4,4,200-Level,4 Seat 200-Level,,227_8_10,122.2749312
1658,227,10,1,2,2,2,200-Level,2 Seat 200-Level,,227_10_1,124.4964886
1659,227,10,5,6,2,2,200-Level,2 Seat 200-Level,,227_10_5,125.2892275
1660,227,10,10,11,2,2,200-Level,2 Seat 200-Level,,227_10_10,125.8690814
1661,227,10,14,16,3,3,200-Level,3 Seat 200-Level,,227_10_14,124.993077
1662,227,12,1,2,2,2,200-Level,2 Seat 200-Level,,227_12_1,127.4953335
1663,227,12,5,6,2,2,200-Level,2 Seat 200-Level,,227_12_5,129.1868246
1664,227,12,10,11,2,2,200-Level,2 Seat 200-Level,,227_12_10,130.8740236
1665,227,12,14,15,2,2,200-Level,2 Seat 200-Level,,227_12_14,130.3109086
1666,227,12,18,20,3,3,200-Level,3 Seat 200-Level,,227_12_18,129.8971564
1667,227,14,1,2,2,2,200-Level,2 Seat 200-Level,,227_14_1,130.8963422
1668,227,14,5,8,4,4,200-Level,4 Seat 200-Level,,227_14_5,132.3809571
1669,227,14,12,13,2,2,200-Level,2 Seat 200-Level,,227_14_12,134.6132446
1670,227,14,16,18,3,3,200-Level,3 Seat 200-Level,,227_14_16,134.8407225
1671,227,14,21,24,4,4,200-Level,4 Seat 200-Level,,227_14_21,135.1510366
1672,227,16,1,2,2,2,200-Level,2 Seat 200-Level,,227_16_1,133.0878553
1673,227,16,5,6,2,2,200-Level,2 Seat 200-Level,,227_16_5,133.7157801
1674,227,16,9,10,2,2,200-Level,2 Seat 200-Level,,227_16_9,133.8411075
1675,227,16,14,15,2,2,200-Level,2 Seat 200-Level,,227_16_14,134.5467181
1676,227,16,18,19,2,2,200-Level,2 Seat 200-Level,,227_16_18,136.1485056
1677,227,16,22,23,2,2,200-Level,2 Seat 200-Level,,227_16_22,137.55801
1678,227,16,26,27,2,2,200-Level,2 Seat 200-Level,,227_16_26,138.8881117
1679,227,18,1,2,2,2,200-Level,2 Seat 200-Level,,227_18_1,132.1200014
1680,227,18,5,6,2,2,200-Level,2 Seat 200-Level,,227_18_5,131.0534307
1681,227,18,9,12,4,4,200-Level,4 Seat 200-Level,,227_18_9,129.0052715
1682,227,18,15,16,2,2,200-Level,2 Seat 200-Level,,227_18_15,126.2484973
1683,227,18,19,20,2,2,200-Level,2 Seat 200-Level,,227_18_19,130.0593953
1684,227,18,23,24,2,2,200-Level,2 Seat 200-Level,,227_18_23,133.3543907
1685,227,18,27,29,3,3,200-Level,3 Seat 200-Level,,227_18_27,136.2266206
1686,228,1,1,2,2,2,200-Level,2 Seat 200-Level,,228_1_1,171.6170257
1687,228,1,5,6,2,2,200-Level,2 Seat 200-Level,,228_1_5,174.4952645
1688,228,1,9,10,2,2,200-Level,2 Seat 200-Level,,228_1_9,177.0623308
1689,228,1,13,14,2,2,200-Level,2 Seat 200-Level,,228_1_13,178.925074
1690,228,1,17,18,2,2,200-Level,2 Seat 200-Level,,228_1_17,179.9817731
1691,228,1,21,22,2,2,200-Level,2 Seat 200-Level,,228_1_21,180.1049545
1692,228,3,1,4,4,4,200-Level,4 Seat 200-Level,,228_3_1,150.6615933
1693,228,3,7,9,3,3,200-Level,3 Seat 200-Level,,228_3_7,153.9686064
1694,228,3,12,13,2,2,200-Level,2 Seat 200-Level,,228_3_12,156.2146284
1695,228,3,16,17,2,2,200-Level,2 Seat 200-Level,,228_3_16,157.4494469
1696,228,3,20,21,2,2,200-Level,2 Seat 200-Level,,228_3_20,158.0370265
1697,228,3,24,25,2,2,200-Level,2 Seat 200-Level,,228_3_24,157.9584823
1698,228,5,1,4,4,4,200-Level,4 Seat 200-Level,,228_5_1,136.320187
1699,228,5,7,8,2,2,200-Level,2 Seat 200-Level,,228_5_7,138.2000984
1700,228,5,11,12,2,2,200-Level,2 Seat 200-Level,,228_5_11,139.2319037
1701,228,5,15,16,2,2,200-Level,2 Seat 200-Level,,228_5_15,139.9718505
1702,228,5,19,20,2,2,200-Level,2 Seat 200-Level,,228_5_19,140.3031956
1703,228,5,23,24,2,2,200-Level,2 Seat 200-Level,,228_5_23,140.2122045
1704,228,7,1,2,2,2,200-Level,2 Seat 200-Level,,228_7_1,126.9562539
1705,228,7,5,6,2,2,200-Level,2 Seat 200-Level,,228_7_5,126.6493734
1706,228,10,1,4,4,4,200-Level,4 Seat 200-Level,,228_10_1,120.9087764
1707,228,10,6,7,2,2,200-Level,2 Seat 200-Level,,228_10_6,121.2482763
1708,228,10,10,11,2,2,200-Level,2 Seat 200-Level,,228_10_10,121.6877808
1709,228,13,1,2,2,2,200-Level,2 Seat 200-Level,,228_13_1,124.3737364
1710,228,13,5,6,2,2,200-Level,2 Seat 200-Level,,228_13_5,124.4879045
1711,228,13,9,10,2,2,200-Level,2 Seat 200-Level,,228_13_9,124.8115239
1712,228,13,13,15,3,3,200-Level,3 Seat 200-Level,,228_13_13,125.4214221
1713,228,13,18,21,4,4,200-Level,4 Seat 200-Level,,228_13_18,126.576838
1714,228,15,1,4,4,4,200-Level,4 Seat 200-Level,,228_15_1,131.5002315
1715,229,1,1,2,2,2,200-Level,2 Seat 200-Level,,229_1_1,182.2114852
1716,229,1,5,6,2,2,200-Level,2 Seat 200-Level,,229_1_5,179.8057996
1717,229,1,9,12,4,4,200-Level,4 Seat 200-Level,,229_1_9,176.5541538
1718,229,1,15,16,2,2,200-Level,2 Seat 200-Level,,229_1_15,169.7577161
1719,229,1,19,20,2,2,200-Level,2 Seat 200-Level,,229_1_19,164.0162607
1720,229,3,1,2,2,2,200-Level,2 Seat 200-Level,,229_3_1,158.468376
1721,229,3,5,6,2,2,200-Level,2 Seat 200-Level,,229_3_5,156.5979071
1722,229,3,9,12,4,4,200-Level,4 Seat 200-Level,,229_3_9,154.1557391
1723,229,3,15,16,2,2,200-Level,2 Seat 200-Level,,229_3_15,149.2589562
1724,229,3,19,20,2,2,200-Level,2 Seat 200-Level,,229_3_19,145.2819564
1725,229,5,1,2,2,2,200-Level,2 Seat 200-Level,,229_5_1,140.8212443
1726,229,5,5,6,2,2,200-Level,2 Seat 200-Level,,229_5_5,139.6469435
1727,229,5,9,12,4,4,200-Level,4 Seat 200-Level,,229_5_9,138.2292842
1728,229,5,15,16,2,2,200-Level,2 Seat 200-Level,,229_5_15,135.4119924
1729,229,5,19,20,2,2,200-Level,2 Seat 200-Level,,229_5_19,133.2530987
1730,229,7,1,2,2,2,200-Level,2 Seat 200-Level,,229_7_1,130.3928865
1731,229,7,3,4,2,2,200-Level,2 Seat 200-Level,,229_7_3,125.7119929
1732,229,10,2,5,4,4,200-Level,4 Seat 200-Level,,229_10_2,125.5832319
1733,229,10,6,7,2,2,200-Level,2 Seat 200-Level,,229_10_6,127.2365238
1734,229,10,10,11,2,2,200-Level,2 Seat 200-Level,,229_10_10,128.8803733
1735,229,13,1,2,2,2,200-Level,2 Seat 200-Level,,229_13_1,130.0842891
1736,229,13,5,6,2,2,200-Level,2 Seat 200-Level,,229_13_5,132.0929616
1737,229,13,9,10,2,2,200-Level,2 Seat 200-Level,,229_13_9,134.3784703
1738,229,13,13,14,2,2,200-Level,2 Seat 200-Level,,229_13_13,137.026656
1739,229,13,17,19,3,3,200-Level,3 Seat 200-Level,,229_13_17,140.0061868
1740,230,5,1,2,2,2,200-Level,2 Seat 200-Level,,230_5_1,130.4156342
1741,230,5,5,6,2,2,200-Level,2 Seat 200-Level,,230_5_5,127.6592893
1742,230,5,9,10,2,2,200-Level,2 Seat 200-Level,,230_5_9,126.7446566
1743,230,5,13,16,4,4,200-Level,4 Seat 200-Level,,230_5_13,127.2257937
1744,230,7,1,2,2,2,200-Level,2 Seat 200-Level,,230_7_1,127.2974707
1745,230,7,5,6,2,2,200-Level,2 Seat 200-Level,,230_7_5,126.9790017
1746,230,7,10,11,2,2,200-Level,2 Seat 200-Level,,230_7_10,125.8836743
1747,230,7,14,15,2,2,200-Level,2 Seat 200-Level,,230_7_14,124.1419665
1748,230,7,18,19,2,2,200-Level,2 Seat 200-Level,,230_7_18,122.5449002
1749,230,9,1,2,2,2,200-Level,2 Seat 200-Level,,230_9_1,130.9877625
1750,230,9,5,6,2,2,200-Level,2 Seat 200-Level,,230_9_5,133.0925766
1751,230,9,9,10,2,2,200-Level,2 Seat 200-Level,,230_9_9,131.7328598
1752,230,9,13,16,4,4,200-Level,4 Seat 200-Level,,230_9_13,128.1919308
1753,230,11,1,2,2,2,200-Level,2 Seat 200-Level,,230_11_1,139.009147
1754,230,11,5,6,2,2,200-Level,2 Seat 200-Level,,230_11_5,142.273669
1755,230,11,9,10,2,2,200-Level,2 Seat 200-Level,,230_11_9,144.4141069
1756,230,11,13,14,2,2,200-Level,2 Seat 200-Level,,230_11_13,139.5520895
1757,230,11,17,18,2,2,200-Level,2 Seat 200-Level,,230_11_17,134.7033774
1758,230,13,1,2,2,2,200-Level,2 Seat 200-Level,,230_13_1,146.4197749
1759,230,13,5,6,2,2,200-Level,2 Seat 200-Level,,230_13_5,150.4246729
1760,230,13,9,10,2,2,200-Level,2 Seat 200-Level,,230_13_9,154.5377302
1761,230,13,13,14,2,2,200-Level,2 Seat 200-Level,,230_13_13,157.8322964
1762,230,13,17,18,2,2,200-Level,2 Seat 200-Level,,230_13_17,154.115394
1763,230,13,21,22,2,2,200-Level,2 Seat 200-Level,,230_13_21,149.9379562
1764,230,13,25,28,4,4,200-Level,4 Seat 200-Level,,230_13_25,145.5167307
1765,231,1,1,2,2,2,200-Level,2 Seat 200-Level,,231_1_1,165.7893004
1766,231,1,5,6,2,2,200-Level,2 Seat 200-Level,,231_1_5,169.6298135
1767,231,1,9,10,2,2,200-Level,2 Seat 200-Level,,231_1_9,172.3479593
1768,231,1,13,14,2,2,200-Level,2 Seat 200-Level,,231_1_13,173.1531451
1769,231,1,17,18,2,2,200-Level,2 Seat 200-Level,,231_1_17,171.5676673
1770,231,1,21,22,2,2,200-Level,2 Seat 200-Level,,231_1_21,167.2138269
1771,231,1,25,26,2,2,200-Level,2 Seat 200-Level,,231_1_25,159.6182123
1772,231,3,1,2,2,2,200-Level,2 Seat 200-Level,,231_3_1,141.2946558
1773,231,3,5,6,2,2,200-Level,2 Seat 200-Level,,231_3_5,142.2650849
1774,231,3,9,10,2,2,200-Level,2 Seat 200-Level,,231_3_9,142.2363283
1775,231,3,13,14,2,2,200-Level,2 Seat 200-Level,,231_3_13,140.4946204
1776,231,3,17,18,2,2,200-Level,2 Seat 200-Level,,231_3_17,136.7047534
1777,231,3,21,22,2,2,200-Level,2 Seat 200-Level,,231_3_21,130.4169219
1778,231,3,25,26,2,2,200-Level,2 Seat 200-Level,,231_3_25,121.298064
1779,231,5,1,2,2,2,200-Level,2 Seat 200-Level,,231_5_1,124.5222408
1780,231,5,5,6,2,2,200-Level,2 Seat 200-Level,,231_5_5,122.9500683
1781,231,5,9,10,2,2,200-Level,2 Seat 200-Level,,231_5_9,120.4057499
1782,231,5,13,14,2,2,200-Level,2 Seat 200-Level,,231_5_13,116.4442014
1783,231,5,17,18,2,2,200-Level,2 Seat 200-Level,,231_5_17,113.6450021
1784,231,5,21,22,2,2,200-Level,2 Seat 200-Level,,231_5_21,105.6567103
1785,231,5,25,26,2,2,200-Level,2 Seat 200-Level,,231_5_25,102.3094061
1786,231,7,1,2,2,2,200-Level,2 Seat 200-Level,,231_7_1,116.5210288
1787,231,7,5,6,2,2,200-Level,2 Seat 200-Level,,231_7_5,113.0084273
1788,231,7,9,10,2,2,200-Level,2 Seat 200-Level,,231_7_9,111.5080528
1789,231,9,1,2,2,2,200-Level,2 Seat 200-Level,,231_9_1,113.3809759
1790,231,9,5,6,2,2,200-Level,2 Seat 200-Level,,231_9_5,111.1303867
1791,231,11,1,2,2,2,200-Level,2 Seat 200-Level,,231_11_1,117.1189093
1792,231,11,5,6,2,2,200-Level,2 Seat 200-Level,,231_11_5,113.6865138
1793,231,13,1,2,2,2,200-Level,2 Seat 200-Level,,231_13_1,128.0395636
1794,231,13,5,6,2,2,200-Level,2 Seat 200-Level,,231_13_5,120.0147454
1795,201WC,7W,1,2,2,2,200-Level,2 Seat 200-Level,ADA,201WC_7W_1,105.8421592
1796,201WC,7W,5,6,2,2,200-Level,2 Seat 200-Level,ADA,201WC_7W_5,105.0652098
1797,203WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA,203WC_7W_3,126.4643867
1798,203WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA,203WC_7W_7,126.3867008
1799,204WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA,204WC_7W_3,124.7574443
1800,204WC,7W,7,10,4,4,200-Level,4 Seat 200-Level,ADA,204WC_7W_7,124.71667
1801,207WC,2W,5,6,2,2,200-Level,2 Seat 200-Level,ADA,207WC_2W_5,214.0957268
1802,207WC,2W,9,10,2,2,200-Level,2 Seat 200-Level,ADA,207WC_2W_9,220.9698504
1803,209WC,2W,4,7,4,4,200-Level,4 Seat 200-Level,ADA,209WC_2W_4,217.2653948
1804,219WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA,219WC_7W_3,129.3821122
1805,219WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA,219WC_7W_7,130.7165059
1806,220WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA,220WC_7W_3,143.0741335
1807,220WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA,220WC_7W_7,145.0021157
1808,225WC,2W,1,4,4,4,200-Level,4 Seat 200-Level,ADA,225WC_2W_1,238.5744909
1809,225WC,2W,11,14,4,4,200-Level,4 Seat 200-Level,ADA,225WC_2W_11,223.2884078
1810,228WC,7W,1,4,4,4,200-Level,4 Seat 200-Level,ADA,228WC_7W_1,125.5647761
1811,228WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA,228WC_7W_7,126.4549442
1812,229WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA,229WC_7W_3,127.9833379
1813,229WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA,229WC_7W_7,127.7442716
1814,231WC,7W,1,2,2,2,200-Level,2 Seat 200-Level,ADA,231WC_7W_1,105.5571513
1815,231WC,7W,5,6,2,2,200-Level,2 Seat 200-Level,ADA,231WC_7W_5,102.9550216
1816,23WC,19W,1,4,4,4,Center 10,4 Seat Center 10,ADA,23WC_19W_1,464.8407127
1817,23WC,19W,9,12,4,4,Center 10,4 Seat Center 10,ADA,23WC_19W_9,454.6617222
1818,25WC,19W,1,4,4,4,Center 10,4 Seat Center 10,ADA,25WC_19W_1,455.6634832
1819,25WC,19W,11,14,4,4,Center 10,4 Seat Center 10,ADA,25WC_19W_11,460.249952
1820,31WC,19W,1,4,4,4,Lower Level,4 Seat Lower Level,ADA,31WC_19W_1,250.0449549
1821,31WC,19W,7,10,4,4,Lower Level,4 Seat Lower Level,ADA,31WC_19W_7,255.918605
1822,3WC,19W,6,7,2,2,Lower Level,2 Seat Lower Level,ADA,3WC_19W_6,269.4144804
1823,3WC,19W,12,13,2,2,Lower Level,2 Seat Lower Level,ADA,3WC_19W_12,280.502524
1824,7WC,19W,2,3,2,2,Center 10,2 Seat Center 10,ADA,7WC_19W_2,354.2474137
1825,8WC,19W,1,4,4,4,Center 10,4 Seat Center 10,ADA,8WC_19W_1,512.2346526
1826,8WC,19W,9,12,4,4,Center 10,4 Seat Center 10,ADA,8WC_19W_9,508.9538209
