,section_name,row_name,seat,Last Seat,# of Seats,POD Size,Level,Description,Notes,concat,baseline_price
1242,214,9,1,3,3,3,200-Level,3 Seat 200-Level,,214_9_1,134.6668951
1243,214,9,7,8,2,2,200-Level,2 Seat 200-Level,,214_9_7,140.3426824
1244,214,9,11,12,2,2,200-Level,2 Seat 200-Level,,214_9_11,140.7731735
1245,214,9,15,16,2,2,200-Level,2 Seat 200-Level,,214_9_15,141.174908
1246,214,11,1,2,2,2,200-Level,2 Seat 200-Level,,214_11_1,138.4825143
1247,214,11,5,6,2,2,200-Level,2 Seat 200-Level,,214_11_5,142.9410804
1248,214,11,9,10,2,2,200-Level,2 Seat 200-Level,,214_11_9,147.2537174
1249,214,11,13,14,2,2,200-Level,2 Seat 200-Level,,214_11_13,147.7520227
1250,214,11,17,18,2,2,200-Level,2 Seat 200-Level,,214_11_17,148.1074032
1251,214,13,1,2,2,2,200-Level,2 Seat 200-Level,,214_13_1,138.8022709
1252,214,13,5,6,2,2,200-Level,2 Seat 200-Level,,214_13_5,142.8221911
1253,214,13,9,10,2,2,200-Level,2 Seat 200-Level,,214_13_9,147.2695979
1254,214,13,14,15,2,2,200-Level,2 Seat 200-Level,,214_13_14,152.2050091
1255,214,13,18,19,2,2,200-Level,2 Seat 200-Level,,214_13_18,153.9604515
1256,214,13,22,23,2,2,200-Level,2 Seat 200-Level,,214_13_22,155.3497833
1257,214,13,26,28,3,3,200-Level,3 Seat 200-Level,,214_13_26,156.5987655
1258,215,1,1,2,2,2,200-Level,2 Seat 200-Level,,215_1_1,151.5654959
1259,215,1,5,8,4,4,200-Level,4 Seat 200-Level,,215_1_5,153.0333719
1260,215,1,11,12,2,2,200-Level,2 Seat 200-Level,,215_1_11,153.8823365
1261,215,1,15,16,2,2,200-Level,2 Seat 200-Level,,215_1_15,153.242394
1262,215,1,19,20,2,2,200-Level,2 Seat 200-Level,,215_1_19,151.5281552
1263,215,1,23,26,4,4,200-Level,4 Seat 200-Level,,215_1_23,148.6254518
1264,215,3,1,2,2,2,200-Level,2 Seat 200-Level,,215_3_1,142.400284
1265,215,3,5,8,4,4,200-Level,4 Seat 200-Level,,215_3_5,143.5016202
1266,215,3,11,12,2,2,200-Level,2 Seat 200-Level,,215_3_11,144.1793326
1267,215,3,15,16,2,2,200-Level,2 Seat 200-Level,,215_3_15,143.7213724
1268,215,3,19,20,2,2,200-Level,2 Seat 200-Level,,215_3_19,142.4316159
1269,215,3,23,26,4,4,200-Level,4 Seat 200-Level,,215_3_23,140.2345231
1270,215,5,1,2,2,2,200-Level,2 Seat 200-Level,,215_5_1,138.5477533
1271,215,5,5,8,4,4,200-Level,4 Seat 200-Level,,215_5_5,139.3512222
1272,215,5,11,12,2,2,200-Level,2 Seat 200-Level,,215_5_11,139.8911603
1273,215,5,15,16,2,2,200-Level,2 Seat 200-Level,,215_5_15,139.637501
1274,215,5,19,20,2,2,200-Level,2 Seat 200-Level,,215_5_19,138.8009833
1275,215,5,23,26,4,4,200-Level,4 Seat 200-Level,,215_5_23,137.324094
1276,215,7,1,2,2,2,200-Level,2 Seat 200-Level,,215_7_1,139.2486426
1277,215,7,5,8,4,4,200-Level,4 Seat 200-Level,,215_7_5,139.9491027
1278,215,9,1,2,2,2,200-Level,2 Seat 200-Level,,215_9_1,144.7038193
1279,215,9,5,6,2,2,200-Level,2 Seat 200-Level,,215_9_5,145.5120095
1280,215,11,1,2,2,2,200-Level,2 Seat 200-Level,,215_11_1,153.7746064
1281,215,11,5,6,2,2,200-Level,2 Seat 200-Level,,215_11_5,154.946332
1282,215,13,3,4,2,2,200-Level,2 Seat 200-Level,,215_13_3,168.0529197
1283,215,13,7,8,2,2,200-Level,2 Seat 200-Level,,215_13_7,169.504486
1284,217,1,1,4,4,4,200-Level,4 Seat 200-Level,,217_1_1,145.7729652
1285,217,1,7,8,2,2,200-Level,2 Seat 200-Level,,217_1_7,150.9058101
1286,217,1,11,12,2,2,200-Level,2 Seat 200-Level,,217_1_11,152.9303631
1287,217,1,15,16,2,2,200-Level,2 Seat 200-Level,,217_1_15,153.8110887
1288,217,1,19,22,4,4,200-Level,4 Seat 200-Level,,217_1_19,153.7213851
1289,217,1,25,26,2,2,200-Level,2 Seat 200-Level,,217_1_25,151.8865401
1290,217,3,1,4,4,4,200-Level,4 Seat 200-Level,,217_3_1,138.0198329
1291,217,3,7,8,2,2,200-Level,2 Seat 200-Level,,217_3_7,141.9672177
1292,217,3,11,12,2,2,200-Level,2 Seat 200-Level,,217_3_11,143.4762972
1293,217,3,15,16,2,2,200-Level,2 Seat 200-Level,,217_3_15,144.1231069
1294,217,3,19,22,4,4,200-Level,4 Seat 200-Level,,217_3_19,144.0192397
1295,217,3,25,26,2,2,200-Level,2 Seat 200-Level,,217_3_25,142.6625274
1296,217,5,1,4,4,4,200-Level,4 Seat 200-Level,,217_5_1,135.7669437
1297,217,5,7,8,2,2,200-Level,2 Seat 200-Level,,217_5_7,138.4958196
1298,217,5,11,12,2,2,200-Level,2 Seat 200-Level,,217_5_11,139.4881382
1299,217,5,15,16,2,2,200-Level,2 Seat 200-Level,,217_5_15,139.8812886
1300,217,5,19,22,4,4,200-Level,4 Seat 200-Level,,217_5_19,139.740939
1301,217,5,25,26,2,2,200-Level,2 Seat 200-Level,,217_5_25,138.7640718
1302,217,7,1,4,4,4,200-Level,4 Seat 200-Level,,217_7_1,140.3225098
1303,217,7,7,8,2,2,200-Level,2 Seat 200-Level,,217_7_7,139.4765497
1304,217,9,3,4,2,2,200-Level,2 Seat 200-Level,,217_9_3,145.690129
1305,217,9,7,8,2,2,200-Level,2 Seat 200-Level,,217_9_7,144.9630582
1306,217,11,3,4,2,2,200-Level,2 Seat 200-Level,,217_11_3,155.2038541
1307,217,11,7,8,2,2,200-Level,2 Seat 200-Level,,217_11_7,154.1523055
1308,217,13,5,6,2,2,200-Level,2 Seat 200-Level,,217_13_5,169.1220657
1309,217,13,9,11,3,3,200-Level,3 Seat 200-Level,,217_13_9,167.517703
1310,218,1,1,2,2,2,200-Level,2 Seat 200-Level,,218_1_1,149.6027482
1311,218,1,5,6,2,2,200-Level,2 Seat 200-Level,,218_1_5,146.4412351
1312,218,1,9,10,2,2,200-Level,2 Seat 200-Level,,218_1_9,146.3970272
1313,218,3,1,2,2,2,200-Level,2 Seat 200-Level,,218_3_1,140.7148018
1314,218,3,5,7,3,3,200-Level,3 Seat 200-Level,,218_3_5,138.6117046
1315,218,3,10,13,4,4,200-Level,4 Seat 200-Level,,218_3_10,136.9472534
1316,218,5,1,2,2,2,200-Level,2 Seat 200-Level,,218_5_1,136.6171958
1317,218,5,5,8,4,4,200-Level,4 Seat 200-Level,,218_5_5,135.3428906
1318,218,5,11,12,2,2,200-Level,2 Seat 200-Level,,218_5_11,133.5762889
1319,218,5,15,16,2,2,200-Level,2 Seat 200-Level,,218_5_15,133.196873
1320,218,7,1,2,2,2,200-Level,2 Seat 200-Level,,218_7_1,137.045541
1321,218,7,5,6,2,2,200-Level,2 Seat 200-Level,,218_7_5,136.3467976
1322,218,7,9,11,3,3,200-Level,3 Seat 200-Level,,218_7_9,135.6935499
1323,218,7,14,15,2,2,200-Level,2 Seat 200-Level,,218_7_14,133.8153553
1324,218,7,18,19,2,2,200-Level,2 Seat 200-Level,,218_7_18,131.7371519
1325,218,9,1,3,3,3,200-Level,3 Seat 200-Level,,218_9_1,141.198085
1326,218,9,6,9,4,4,200-Level,4 Seat 200-Level,,218_9_6,140.7143726
1327,218,9,13,16,4,4,200-Level,4 Seat 200-Level,,218_9_13,137.6099436
1328,218,11,1,3,3,3,200-Level,3 Seat 200-Level,,218_11_1,148.1189917
1329,218,11,6,9,4,4,200-Level,4 Seat 200-Level,,218_11_6,147.38162
1330,218,11,13,14,2,2,200-Level,2 Seat 200-Level,,218_11_13,144.8085449
1331,218,11,17,18,2,2,200-Level,2 Seat 200-Level,,218_11_17,139.6997355
1332,218,13,1,2,2,2,200-Level,2 Seat 200-Level,,218_13_1,157.9267212
1333,218,13,5,6,2,2,200-Level,2 Seat 200-Level,,218_13_5,156.9365487
1334,218,13,9,10,2,2,200-Level,2 Seat 200-Level,,218_13_9,155.7639647
1335,218,13,13,14,2,2,200-Level,2 Seat 200-Level,,218_13_13,154.1857834
1336,218,13,18,19,2,2,200-Level,2 Seat 200-Level,,218_13_18,149.4980226
1337,218,13,22,23,2,2,200-Level,2 Seat 200-Level,,218_13_22,144.8609078
1338,218,13,26,27,2,2,200-Level,2 Seat 200-Level,,218_13_26,140.6675894
1339,219,1,1,2,2,2,200-Level,2 Seat 200-Level,,219_1_1,154.4600444
1340,219,1,5,6,2,2,200-Level,2 Seat 200-Level,,219_1_5,160.5736193
1341,219,1,9,10,2,2,200-Level,2 Seat 200-Level,,219_1_9,167.1962295
1342,219,1,13,16,4,4,200-Level,4 Seat 200-Level,,219_1_13,173.8463088
1343,219,1,19,20,2,2,200-Level,2 Seat 200-Level,,219_1_19,183.3909367
1344,219,3,1,2,2,2,200-Level,2 Seat 200-Level,,219_3_1,142.0298814
1345,219,3,5,6,2,2,200-Level,2 Seat 200-Level,,219_3_5,146.0729785
1346,219,3,9,10,2,2,200-Level,2 Seat 200-Level,,219_3_9,150.7405667
1347,219,3,13,16,4,4,200-Level,4 Seat 200-Level,,219_3_13,155.682416
1348,219,3,19,20,2,2,200-Level,2 Seat 200-Level,,219_3_19,163.0651457
1349,219,5,1,2,2,2,200-Level,2 Seat 200-Level,,219_5_1,133.8745854
1350,219,5,5,6,2,2,200-Level,2 Seat 200-Level,,219_5_5,135.9459216
1351,219,5,9,10,2,2,200-Level,2 Seat 200-Level,,219_5_9,138.7194347
1352,219,5,13,16,4,4,200-Level,4 Seat 200-Level,,219_5_13,141.9264433
1353,219,5,19,20,2,2,200-Level,2 Seat 200-Level,,219_5_19,147.1017793
1354,219,7,1,2,2,2,200-Level,2 Seat 200-Level,,219_7_1,129.7353467
1355,219,7,3,4,2,2,200-Level,2 Seat 200-Level,,219_7_3,134.5763331
1356,219,10,1,2,2,2,200-Level,2 Seat 200-Level,,219_10_1,128.8602007
1357,219,10,5,6,2,2,200-Level,2 Seat 200-Level,,219_10_5,127.7867627
1358,219,10,7,10,4,4,200-Level,4 Seat 200-Level,,219_10_7,127.5541344
1359,219,13,1,2,2,2,200-Level,2 Seat 200-Level,,219_13_1,136.4807091
1360,219,13,5,6,2,2,200-Level,2 Seat 200-Level,,219_13_5,133.5865898
1361,219,13,9,10,2,2,200-Level,2 Seat 200-Level,,219_13_9,131.2448554
1362,219,13,13,14,2,2,200-Level,2 Seat 200-Level,,219_13_13,129.5310458
1363,219,13,17,18,2,2,200-Level,2 Seat 200-Level,,219_13_17,128.3880768
1364,219,13,21,22,2,2,200-Level,2 Seat 200-Level,,219_13_21,127.768307
1365,220,1,1,2,2,2,200-Level,2 Seat 200-Level,,220_1_1,192.9733343
1366,220,1,5,6,2,2,200-Level,2 Seat 200-Level,,220_1_5,197.7280508
1367,220,1,9,10,2,2,200-Level,2 Seat 200-Level,,220_1_9,201.7762983
1368,220,1,13,14,2,2,200-Level,2 Seat 200-Level,,220_1_13,204.7107628
1369,220,1,17,18,2,2,200-Level,2 Seat 200-Level,,220_1_17,206.467922
1370,220,1,21,22,2,2,200-Level,2 Seat 200-Level,,220_1_21,206.9181564
1371,220,3,1,2,2,2,200-Level,2 Seat 200-Level,,220_3_1,170.1641718
1372,220,3,5,6,2,2,200-Level,2 Seat 200-Level,,220_3_5,174.1008265
1373,220,3,9,10,2,2,200-Level,2 Seat 200-Level,,220_3_9,177.5765165
1374,220,3,13,14,2,2,200-Level,2 Seat 200-Level,,220_3_13,180.2736314
1375,220,3,17,19,3,3,200-Level,3 Seat 200-Level,,220_3_17,182.023065
1376,220,3,22,25,4,4,200-Level,4 Seat 200-Level,,220_3_22,182.7462729
1377,220,5,1,2,2,2,200-Level,2 Seat 200-Level,,220_5_1,152.681425
1378,220,5,5,6,2,2,200-Level,2 Seat 200-Level,,220_5_5,155.848947
1379,220,5,9,10,2,2,200-Level,2 Seat 200-Level,,220_5_9,158.7224645
1380,220,5,13,14,2,2,200-Level,2 Seat 200-Level,,220_5_13,161.0023936
1381,220,5,17,18,2,2,200-Level,2 Seat 200-Level,,220_5_17,162.635513
1382,220,5,21,24,4,4,200-Level,4 Seat 200-Level,,220_5_21,163.4711722
1383,220,7,1,2,2,2,200-Level,2 Seat 200-Level,,220_7_1,141.269762
1384,220,7,3,6,4,4,200-Level,4 Seat 200-Level,,220_7_3,143.8509919
1385,220,10,1,2,2,2,200-Level,2 Seat 200-Level,,220_10_1,131.283913
1386,220,10,5,6,2,2,200-Level,2 Seat 200-Level,,220_10_5,132.7706739
1387,220,10,7,10,4,4,200-Level,4 Seat 200-Level,,220_10_7,133.7041916
1388,220,13,3,4,2,2,200-Level,2 Seat 200-Level,,220_13_3,128.1983689
1389,220,13,7,8,2,2,200-Level,2 Seat 200-Level,,220_13_7,128.8855237
1390,220,13,11,12,2,2,200-Level,2 Seat 200-Level,,220_13_11,129.8160369
1391,220,13,15,16,2,2,200-Level,2 Seat 200-Level,,220_13_15,130.9349705
1392,220,13,19,21,3,3,200-Level,3 Seat 200-Level,,220_13_19,132.1723642
1393,220,15,2,5,4,4,200-Level,4 Seat 200-Level,,220_15_2,130.4023289
1394,221,2,1,3,3,3,200-Level,3 Seat 200-Level,,221_2_1,167.2657605
1395,221,5,1,4,4,4,200-Level,4 Seat 200-Level,,221_5_1,147.0807483
1396,221,7,1,3,3,3,200-Level,3 Seat 200-Level,,221_7_1,140.2182133
1397,221,7,6,7,2,2,200-Level,2 Seat 200-Level,,221_7_6,140.812231
1398,221,9,1,2,2,2,200-Level,2 Seat 200-Level,,221_9_1,136.2785543
1399,221,9,5,6,2,2,200-Level,2 Seat 200-Level,,221_9_5,137.3331073
1400,221,9,10,11,2,2,200-Level,2 Seat 200-Level,,221_9_10,138.4846603
1401,221,9,14,15,2,2,200-Level,2 Seat 200-Level,,221_9_14,139.5104567
1402,221,11,1,4,4,4,200-Level,4 Seat 200-Level,,221_11_1,135.6012711
1403,221,11,7,8,2,2,200-Level,2 Seat 200-Level,,221_11_7,137.7786206
1404,221,11,12,14,3,3,200-Level,3 Seat 200-Level,,221_11_12,139.0855453
1405,221,11,17,18,2,2,200-Level,2 Seat 200-Level,,221_11_17,139.2576559
1406,221,13,1,4,4,4,200-Level,4 Seat 200-Level,,221_13_1,136.0369127
1407,221,13,7,9,3,3,200-Level,3 Seat 200-Level,,221_13_7,138.3696338
1408,221,13,12,13,2,2,200-Level,2 Seat 200-Level,,221_13_12,140.304054
1409,221,13,16,17,2,2,200-Level,2 Seat 200-Level,,221_13_16,141.1015142
1410,221,13,20,21,2,2,200-Level,2 Seat 200-Level,,221_13_20,140.907085
1411,221,15,1,4,4,4,200-Level,4 Seat 200-Level,,221_15_1,135.0480278
1412,221,15,7,9,3,3,200-Level,3 Seat 200-Level,,221_15_7,137.0768728
1413,221,15,12,13,2,2,200-Level,2 Seat 200-Level,,221_15_12,138.7859612
1414,221,15,17,18,2,2,200-Level,2 Seat 200-Level,,221_15_17,140.8461381
1415,221,15,21,22,2,2,200-Level,2 Seat 200-Level,,221_15_21,142.5453548
1416,221,15,25,26,2,2,200-Level,2 Seat 200-Level,,221_15_25,143.087868
1417,221,17,1,4,4,4,200-Level,4 Seat 200-Level,,221_17_1,130.91909
1418,221,17,7,9,3,3,200-Level,3 Seat 200-Level,,221_17_7,131.901966
1419,221,17,12,13,2,2,200-Level,2 Seat 200-Level,,221_17_12,132.3715147
1420,221,17,16,17,2,2,200-Level,2 Seat 200-Level,,221_17_16,136.4712666
1421,221,17,20,21,2,2,200-Level,2 Seat 200-Level,,221_17_20,140.7452753
1422,221,17,24,25,2,2,200-Level,2 Seat 200-Level,,221_17_24,143.2346557
1423,221,19,1,4,4,4,200-Level,4 Seat 200-Level,,221_19_1,125.3716345
1424,221,19,7,8,2,2,200-Level,2 Seat 200-Level,,221_19_7,135.8459171
1425,221,21,1,4,4,4,200-Level,4 Seat 200-Level,,221_21_1,118.6996168
1426,221,21,7,8,2,2,200-Level,2 Seat 200-Level,,221_21_7,124.7029355
1427,222,1,1,2,2,2,200-Level,2 Seat 200-Level,,222_1_1,187.084662
1428,222,1,5,6,2,2,200-Level,2 Seat 200-Level,,222_1_5,196.3644713
1429,222,1,9,12,4,4,200-Level,4 Seat 200-Level,,222_1_9,204.7712804
1430,222,1,15,16,2,2,200-Level,2 Seat 200-Level,,222_1_15,213.9343463
1431,222,1,19,22,4,4,200-Level,4 Seat 200-Level,,222_1_19,216.7555012
1432,222,1,25,26,2,2,200-Level,2 Seat 200-Level,,222_1_25,207.960657
1433,222,3,1,4,4,4,200-Level,4 Seat 200-Level,,222_3_1,173.7437292
1434,222,3,7,8,2,2,200-Level,2 Seat 200-Level,,222_3_7,183.172472
1435,222,3,11,12,2,2,200-Level,2 Seat 200-Level,,222_3_11,187.8306178
1436,222,3,15,16,2,2,200-Level,2 Seat 200-Level,,222_3_15,190.3633477
1437,222,3,19,20,2,2,200-Level,2 Seat 200-Level,,222_3_19,168.1782692
1438,222,5,1,4,4,4,200-Level,4 Seat 200-Level,,222_5_1,158.7774026
1439,222,5,7,8,2,2,200-Level,2 Seat 200-Level,,222_5_7,165.0450615
1440,222,5,11,12,2,2,200-Level,2 Seat 200-Level,,222_5_11,167.8717959
1441,222,5,15,16,2,2,200-Level,2 Seat 200-Level,,222_5_15,168.9679816
1442,222,5,19,20,2,2,200-Level,2 Seat 200-Level,,222_5_19,156.4453528
1443,222,7,1,4,4,4,200-Level,4 Seat 200-Level,,222_7_1,147.9073943
1444,222,7,7,8,2,2,200-Level,2 Seat 200-Level,,222_7_7,151.0641862
1445,222,7,11,12,2,2,200-Level,2 Seat 200-Level,,222_7_11,152.0397658
1446,222,7,15,16,2,2,200-Level,2 Seat 200-Level,,222_7_15,151.5539074
1447,222,7,19,20,2,2,200-Level,2 Seat 200-Level,,222_7_19,141.5092575
1448,222,9,1,2,2,2,200-Level,2 Seat 200-Level,,222_9_1,140.6989213
1449,222,9,5,6,2,2,200-Level,2 Seat 200-Level,,222_9_5,141.3847885
1450,222,9,9,12,4,4,200-Level,4 Seat 200-Level,,222_9_9,141.6483195
1451,222,9,15,16,2,2,200-Level,2 Seat 200-Level,,222_9_15,140.4109257
1452,222,9,19,22,4,4,200-Level,4 Seat 200-Level,,222_9_19,137.9035188
1453,222,9,25,26,2,2,200-Level,2 Seat 200-Level,,222_9_25,143.8565715
1454,222,11,1,2,2,2,200-Level,2 Seat 200-Level,,222_11_1,138.905709
1455,222,11,5,6,2,2,200-Level,2 Seat 200-Level,,222_11_5,138.1657621
1456,222,11,9,12,4,4,200-Level,4 Seat 200-Level,,222_11_9,136.9292268
1457,222,11,15,16,2,2,200-Level,2 Seat 200-Level,,222_11_15,133.4955987
1458,222,11,19,22,4,4,200-Level,4 Seat 200-Level,,222_11_19,129.6967184
1459,222,11,25,26,2,2,200-Level,2 Seat 200-Level,,222_11_25,137.3090719
1460,222,13,1,2,2,2,200-Level,2 Seat 200-Level,,222_13_1,139.8915895
1461,222,13,5,6,2,2,200-Level,2 Seat 200-Level,,222_13_5,138.2923772
1462,222,13,9,12,4,4,200-Level,4 Seat 200-Level,,222_13_9,136.0343375
1463,222,13,15,16,2,2,200-Level,2 Seat 200-Level,,222_13_15,131.0358333
1464,222,13,19,22,4,4,200-Level,4 Seat 200-Level,,222_13_19,126.2442053
1465,222,13,25,26,2,2,200-Level,2 Seat 200-Level,,222_13_25,134.1106473
1466,222,15,1,2,2,2,200-Level,2 Seat 200-Level,,222_15_1,142.4517884
1467,222,15,5,6,2,2,200-Level,2 Seat 200-Level,,222_15_5,140.6800363
1468,222,15,9,12,4,4,200-Level,4 Seat 200-Level,,222_15_9,138.0365719
1469,222,15,15,16,2,2,200-Level,2 Seat 200-Level,,222_15_15,132.2307359
1470,222,15,19,22,4,4,200-Level,4 Seat 200-Level,,222_15_19,126.9103291
1471,222,15,25,26,2,2,200-Level,2 Seat 200-Level,,222_15_25,134.2123686
1472,222,17,1,2,2,2,200-Level,2 Seat 200-Level,,222_17_1,144.9428856
1473,222,17,5,6,2,2,200-Level,2 Seat 200-Level,,222_17_5,143.8029211
1474,222,17,9,12,4,4,200-Level,4 Seat 200-Level,,222_17_9,141.5062531
1475,222,17,15,16,2,2,200-Level,2 Seat 200-Level,,222_17_15,135.8759614
1476,222,17,19,22,4,4,200-Level,4 Seat 200-Level,,222_17_19,130.5370988
1477,222,17,25,26,2,2,200-Level,2 Seat 200-Level,,222_17_25,136.9657091
1478,222,19,1,2,2,2,200-Level,2 Seat 200-Level,,222_19_1,145.2729431
1479,222,19,5,6,2,2,200-Level,2 Seat 200-Level,,222_19_5,145.6639475
1480,222,19,9,12,4,4,200-Level,4 Seat 200-Level,,222_19_9,144.5570317
1481,222,19,15,16,2,2,200-Level,2 Seat 200-Level,,222_19_15,140.2332355
1482,222,19,19,22,4,4,200-Level,4 Seat 200-Level,,222_19_19,135.5386074
1483,222,19,25,26,2,2,200-Level,2 Seat 200-Level,,222_19_25,141.1753372
1484,222,21,1,2,2,2,200-Level,2 Seat 200-Level,,222_21_1,140.858585
1485,222,21,5,6,2,2,200-Level,2 Seat 200-Level,,222_21_5,143.7853238
1486,222,21,9,12,4,4,200-Level,4 Seat 200-Level,,222_21_9,144.8304343
1487,222,21,15,16,2,2,200-Level,2 Seat 200-Level,,222_21_15,143.0556778
1488,222,21,19,22,4,4,200-Level,4 Seat 200-Level,,222_21_19,139.7499523
1489,222,21,25,26,2,2,200-Level,2 Seat 200-Level,,222_21_25,145.0373104
1490,223,1,1,2,2,2,200-Level,2 Seat 200-Level,,223_1_1,233.0231287
1491,223,1,5,6,2,2,200-Level,2 Seat 200-Level,,223_1_5,243.815264
1492,223,1,9,10,2,2,200-Level,2 Seat 200-Level,,223_1_9,243.1150349
1493,223,1,13,14,2,2,200-Level,2 Seat 200-Level,,223_1_13,251.4501672
1494,223,5,1,2,2,2,200-Level,2 Seat 200-Level,,223_5_1,191.8913123
1495,223,5,5,8,4,4,200-Level,4 Seat 200-Level,,223_5_5,195.8434181
1496,223,5,9,12,4,4,200-Level,4 Seat 200-Level,,223_5_9,205.3893336
1497,223,7,1,2,2,2,200-Level,2 Seat 200-Level,,223_7_1,173.7600389
1498,223,7,5,6,2,2,200-Level,2 Seat 200-Level,,223_7_5,176.0627157
1499,223,7,9,10,2,2,200-Level,2 Seat 200-Level,,223_7_9,177.5653572
1500,223,7,13,14,2,2,200-Level,2 Seat 200-Level,,223_7_13,179.2705828
1501,223,7,17,20,4,4,200-Level,4 Seat 200-Level,,223_7_17,182.4398215
1502,223,9,1,2,2,2,200-Level,2 Seat 200-Level,,223_9_1,157.4198318
1503,223,9,5,6,2,2,200-Level,2 Seat 200-Level,,223_9_5,159.3868715
1504,223,9,9,12,4,4,200-Level,4 Seat 200-Level,,223_9_9,159.7139246
1505,223,9,15,16,2,2,200-Level,2 Seat 200-Level,,223_9_15,159.3697034
1506,223,9,19,22,4,4,200-Level,4 Seat 200-Level,,223_9_19,160.2706016
1507,223,9,25,26,2,2,200-Level,2 Seat 200-Level,,223_9_25,166.3021986
1508,223,11,1,2,2,2,200-Level,2 Seat 200-Level,,223_11_1,148.1537571
1509,223,11,5,6,2,2,200-Level,2 Seat 200-Level,,223_11_5,148.7284607
1510,223,11,9,12,4,4,200-Level,4 Seat 200-Level,,223_11_9,147.7236952
1511,223,11,15,16,2,2,200-Level,2 Seat 200-Level,,223_11_15,145.4523502
1512,223,11,19,22,4,4,200-Level,4 Seat 200-Level,,223_11_19,145.0579122
1513,223,11,25,26,2,2,200-Level,2 Seat 200-Level,,223_11_25,148.9816907
1514,223,13,1,2,2,2,200-Level,2 Seat 200-Level,,223_13_1,143.4192132
1515,223,13,5,6,2,2,200-Level,2 Seat 200-Level,,223_13_5,143.0891557
1516,223,13,9,12,4,4,200-Level,4 Seat 200-Level,,223_13_9,141.2242664
1517,223,13,15,16,2,2,200-Level,2 Seat 200-Level,,223_13_15,137.7236825
1518,223,13,19,22,4,4,200-Level,4 Seat 200-Level,,223_13_19,136.5287799
1519,223,13,25,26,2,2,200-Level,2 Seat 200-Level,,223_13_25,139.1138727
1520,223,15,1,2,2,2,200-Level,2 Seat 200-Level,,223_15_1,143.1878725
1521,223,15,5,6,2,2,200-Level,2 Seat 200-Level,,223_15_5,142.5264698
1522,223,15,9,12,4,4,200-Level,4 Seat 200-Level,,223_15_9,140.3246558
1523,223,15,15,16,2,2,200-Level,2 Seat 200-Level,,223_15_15,136.3905764
1524,223,15,19,22,4,4,200-Level,4 Seat 200-Level,,223_15_19,134.8767756
1525,223,15,25,26,2,2,200-Level,2 Seat 200-Level,,223_15_25,136.8918861
1526,223,17,1,2,2,2,200-Level,2 Seat 200-Level,,223_17_1,146.8936156
1527,223,17,5,6,2,2,200-Level,2 Seat 200-Level,,223_17_5,146.5184918
1528,223,17,9,12,4,4,200-Level,4 Seat 200-Level,,223_17_9,144.5875051
1529,223,17,15,16,2,2,200-Level,2 Seat 200-Level,,223_17_15,141.0452885
1530,223,17,19,22,4,4,200-Level,4 Seat 200-Level,,223_17_19,139.7439435
1531,223,17,25,26,2,2,200-Level,2 Seat 200-Level,,223_17_25,141.9315938
1532,223,19,1,2,2,2,200-Level,2 Seat 200-Level,,223_19_1,153.4192259
1533,223,19,5,6,2,2,200-Level,2 Seat 200-Level,,223_19_5,154.018394
1534,223,19,9,12,4,4,200-Level,4 Seat 200-Level,,223_19_9,152.9943144
1535,223,19,15,16,2,2,200-Level,2 Seat 200-Level,,223_19_15,150.7096641
1536,223,19,19,22,4,4,200-Level,4 Seat 200-Level,,223_19_19,150.1903278
1537,223,19,25,26,2,2,200-Level,2 Seat 200-Level,,223_19_25,153.3303807
1538,223,21,1,2,2,2,200-Level,2 Seat 200-Level,,223_21_1,161.0723538
1539,223,21,5,6,2,2,200-Level,2 Seat 200-Level,,223_21_5,163.3741722
1540,223,21,9,12,4,4,200-Level,4 Seat 200-Level,,223_21_9,163.9437253
1541,223,21,15,16,2,2,200-Level,2 Seat 200-Level,,223_21_15,163.8853536
1542,223,21,19,22,4,4,200-Level,4 Seat 200-Level,,223_21_19,164.666504
1543,223,21,25,26,2,2,200-Level,2 Seat 200-Level,,223_21_25,169.5341011
1544,225,1,1,2,2,2,200-Level,2 Seat 200-Level,,225_1_1,293.9863816
1545,225,1,12,15,4,4,200-Level,4 Seat 200-Level,,225_1_12,255.9177467
1546,225,1,25,26,2,2,200-Level,2 Seat 200-Level,,225_1_25,235.8003506
1547,225,5,2,5,4,4,200-Level,4 Seat 200-Level,,225_5_2,208.2001873
1548,225,5,6,9,4,4,200-Level,4 Seat 200-Level,,225_5_6,199.1315463
1549,225,5,12,13,2,2,200-Level,2 Seat 200-Level,,225_5_12,192.7085157
1550,225,7,1,4,4,4,200-Level,4 Seat 200-Level,,225_7_1,186.7829319
1551,225,7,7,8,2,2,200-Level,2 Seat 200-Level,,225_7_7,179.8856314
1552,225,7,11,12,2,2,200-Level,2 Seat 200-Level,,225_7_11,177.9284634
1553,225,7,15,16,2,2,200-Level,2 Seat 200-Level,,225_7_15,176.487198
1554,225,7,19,20,2,2,200-Level,2 Seat 200-Level,,225_7_19,174.3407512
1555,225,9,1,2,2,2,200-Level,2 Seat 200-Level,,225_9_1,168.2911277
1556,225,9,5,6,2,2,200-Level,2 Seat 200-Level,,225_9_5,162.3938714
1557,225,9,9,12,4,4,200-Level,4 Seat 200-Level,,225_9_9,159.874876
1558,225,9,15,16,2,2,200-Level,2 Seat 200-Level,,225_9_15,159.4697078
