level_0,index,section_name,row_name,seat,center_distance,angle,prediction,normalized,seat_score
0,9549,31,20,3,142.1,0.1882,205.0285366,5.772964763,1
1,9548,31,20,2,142.62,0.1946,201.7673171,5.611599856,0.977920981
2,9547,31,20,1,143.14,0.2009,198.5417073,5.451996917,0.956083045
3,1018,121,5,13,142.01,0.5664,169.022439,3.991385645,0.756232499
4,356,111,5,4,142.2,0.5611,168.6312195,3.972028132,0.753583876
5,346,111,4,7,142.21,0.5342,168.4153659,3.961347708,0.752122509
6,7538,225,1,1,143.83,0.9696,167.0629268,3.894429122,0.742966263
7,370,111,6,2,142.8,0.5804,167.0141463,3.892015467,0.742636011
8,7074,223,1,26,143.85,0.9696,167.0039024,3.8915086,0.742566658
9,1017,121,5,12,142.97,0.5598,166.8736585,3.885064141,0.741684884
10,1013,121,4,8,142.88,0.5332,166.8404878,3.883422855,0.741460313
11,1034,121,6,16,142.88,0.5853,166.71,3.876966328,0.740576888
12,357,111,5,5,143.21,0.5542,166.3141463,3.857379518,0.73789689
13,111,104,4,2,145.91,0.3283,166.0960976,3.84659048,0.736420662
14,347,111,4,8,143.15,0.5271,166.0731707,3.845456062,0.736265444
15,104,104,4,1,146.24,0.322,166.0568293,3.844647487,0.736154809
16,112,104,4,3,145.58,0.335,166.0368293,3.843657889,0.736019406
17,113,104,4,4,145.28,0.3411,165.9546341,3.83959088,0.73546293
18,114,104,4,5,144.99,0.3481,165.6529268,3.824662424,0.73342032
19,115,104,4,6,144.73,0.3543,165.3756098,3.810940795,0.731542835
20,1008,121,4,3,143.1,0.4992,165.2609756,3.805268706,0.730766742
21,1009,121,4,4,143.21,0.5057,165.2585366,3.805148023,0.73075023
22,1010,121,4,5,143.33,0.513,165.2360976,3.804037742,0.730598314
23,1007,121,4,2,143.01,0.4919,165.1558537,3.800067279,0.730055049
24,1011,121,4,6,143.48,0.5194,165.0836585,3.79649507,0.729566275
25,341,111,4,11,143.31,0.5066,165.0563415,3.795143423,0.729381334
26,342,111,4,12,143.19,0.4992,165.0473171,3.794696897,0.729320237
27,371,111,6,3,143.72,0.5738,165.0265854,3.793671093,0.72917988
28,1006,121,4,1,142.94,0.4854,165.0156098,3.793128021,0.729105573
29,343,111,4,13,143.09,0.4926,164.9970732,3.792210832,0.728980077
30,340,111,4,10,143.45,0.5132,164.9570732,3.790231635,0.72870927
31,116,104,4,7,144.47,0.3614,164.9143902,3.788119687,0.7284203
32,1012,121,4,7,143.64,0.5268,164.9058537,3.787697297,0.728362505
33,344,111,4,14,143,0.4852,164.8631707,3.785585349,0.728073535
34,348,111,4,9,143.6,0.5206,164.8329268,3.784088883,0.727868778
35,345,111,4,15,142.94,0.4786,164.672439,3.776147958,0.726782248
36,6,102,4,15,147.72,0.2993,164.6263415,3.773867054,0.72647016
37,1016,121,5,11,143.93,0.553,164.6243902,3.773770507,0.726456949
38,1033,121,6,15,143.86,0.5788,164.6190244,3.773505005,0.726420622
39,117,104,4,8,144.25,0.3677,164.4543902,3.76535892,0.72530602
40,5,102,4,14,148.12,0.2934,164.1207317,3.748849519,0.723047094
41,7073,223,1,25,143.94,0.9628,164.1060976,3.748125423,0.722948018
42,7549,225,1,2,143.94,0.9628,164.1060976,3.748125423,0.722948018
43,358,111,5,6,144.24,0.5474,163.8468293,3.735296846,0.721192727
44,444,112,4,1,142.86,0.4568,163.6246341,3.724302648,0.719688428
45,4,102,4,13,148.55,0.2868,163.5780488,3.721997607,0.719373037
46,451,112,4,2,142.89,0.4499,163.1221951,3.699442001,0.716286829
47,372,111,6,4,144.66,0.567,162.8963415,3.688266778,0.714757761
48,3,102,4,12,148.99,0.281,162.8385366,3.685406597,0.714366412
49,452,112,4,3,142.93,0.4429,162.5719512,3.672215972,0.712561583
50,378,111,7,1,144.57,0.5992,162.3839024,3.662911332,0.71128846
51,1032,121,6,14,144.87,0.5722,162.3553659,3.661499344,0.711095262
52,1015,121,5,10,144.91,0.5462,162.2339024,3.655489343,0.710272934
53,1053,121,7,19,144.56,0.6037,162.2146341,3.654535949,0.710142484
54,892,120,4,15,142.86,0.4338,162.1256098,3.650131029,0.709539774
55,2,102,4,11,149.46,0.2744,162.0646341,3.64711396,0.709126958
56,453,112,4,4,142.98,0.436,161.9887805,3.643360726,0.708613416
57,7072,223,1,24,144,0.9561,161.5802439,3.623146365,0.705847553
58,7557,225,1,3,144,0.9561,161.5802439,3.623146365,0.705847553
59,891,120,4,14,142.89,0.4269,161.5717073,3.622723976,0.705789759
60,454,112,4,5,143.06,0.4294,161.3404878,3.611283251,0.704224363
61,359,111,5,7,145.28,0.5406,161.2607317,3.607336925,0.7036844
62,1,102,4,10,149.93,0.2687,161.1221951,3.600482145,0.702746483
63,1110,122,8,4,142.08,0.6719,161.0602439,3.597416803,0.702327063
64,329,110,8,5,142.09,0.6719,161.0390244,3.596366863,0.702183403
65,890,120,4,13,142.93,0.4201,160.9882927,3.593856662,0.701839941
66,389,111,7,2,145.41,0.5926,160.6641463,3.577817924,0.699645414
67,373,111,6,5,145.61,0.5603,160.6480488,3.577021418,0.699536431
68,455,112,4,6,143.15,0.4221,160.6053659,3.57490947,0.69924746
69,1052,121,7,18,145.37,0.5972,160.6046341,3.574873265,0.699242506
70,889,120,4,12,142.98,0.4133,160.3697561,3.563251516,0.697652341
71,1109,122,8,3,142.91,0.666,160.2326829,3.556469145,0.696724332
72,118,104,4,9,143.16,0.4084,160.2292683,3.556300189,0.696701215
73,330,110,8,6,142.92,0.666,160.2119512,3.555443342,0.696583975
74,14,102,4,9,150.43,0.2622,160.1356098,3.551665972,0.69606713
75,885,120,3,5,142.34,0.3884,159.974878,3.543712978,0.694978949
76,1031,121,6,13,145.89,0.5656,159.9695122,3.543447476,0.694942621
77,456,112,4,7,143.25,0.4157,159.9002439,3.540020086,0.694473663
78,1026,121,5,9,145.88,0.5396,159.7880488,3.53446868,0.693714082
79,888,120,4,11,143.06,0.4066,159.6770732,3.528977614,0.692962758
80,1108,122,8,2,143.75,0.6602,159.2495122,3.507821928,0.690068097
81,331,110,8,7,143.76,0.6602,159.2295122,3.506832329,0.689932693
82,7558,225,1,4,144.08,0.9493,159.1956098,3.505154839,0.689703168
83,7071,223,1,23,144.08,0.9493,159.1956098,3.505154839,0.689703168
84,13,102,4,8,150.94,0.2564,158.9731707,3.494148572,0.688197217
85,887,120,4,10,143.15,0.3998,158.9417073,3.492591765,0.687984204
86,105,104,4,10,143.15,0.4157,158.9187805,3.491457347,0.687828986
87,1051,121,7,17,146.23,0.5908,158.7831707,3.484747386,0.686910884
88,390,111,7,3,146.29,0.586,158.7595122,3.483576763,0.686750712
89,360,111,5,8,146.29,0.5337,158.6641463,3.478858068,0.686105069
90,884,120,3,4,142.71,0.3813,158.5319512,3.472317063,0.685210085
91,374,111,6,6,146.57,0.5536,158.2926829,3.460478085,0.683590197
92,900,120,4,9,143.25,0.3931,158.1819512,3.454999088,0.682840524
93,332,110,8,8,144.58,0.6546,158.1492683,3.453381939,0.682619255
94,1107,122,8,1,144.59,0.6546,158.1287805,3.452368204,0.682480549
95,106,104,4,11,143.06,0.4221,158.0080488,3.446394408,0.681663175
96,1020,121,5,3,146.17,0.4992,157.7912195,3.435665711,0.680195203
97,1021,121,5,4,146.28,0.5056,157.7895122,3.435581233,0.680183644
98,1022,121,5,5,146.4,0.5128,157.7692683,3.434579566,0.68004659
99,12,102,4,7,151.46,0.2503,157.7690244,3.434567498,0.680044938
100,1019,121,5,2,146.09,0.492,157.6629268,3.429317798,0.67932664
101,1023,121,5,6,146.54,0.5191,157.64,3.42818338,0.679171421
102,351,111,5,12,146.37,0.5064,157.5973171,3.426071432,0.67888245
103,352,111,5,13,146.26,0.4992,157.5687805,3.424659444,0.678689253
104,350,111,5,11,146.5,0.513,157.5295122,3.422716452,0.678423399
105,353,111,5,14,146.16,0.4927,157.5204878,3.422269926,0.678362303
106,1014,121,5,1,146.03,0.4857,157.5039024,3.421449283,0.678250017
107,1024,121,5,7,146.69,0.5263,157.49,3.420761391,0.678155895
108,1030,121,6,12,146.93,0.5589,157.4482927,3.418697716,0.677873529
109,349,111,5,10,146.65,0.5203,157.407561,3.416682314,0.677597769
110,354,111,5,15,146.09,0.4853,157.3343902,3.413061832,0.67710239
111,1025,121,5,8,146.86,0.5327,157.2392683,3.408355204,0.676458398
112,361,111,5,9,146.81,0.5268,157.207561,3.406786329,0.676243734
113,355,111,5,16,146.03,0.4789,157.1507317,3.40397442,0.67585899
114,883,120,3,3,143.11,0.375,157.0717073,3.400064299,0.675323981
115,7070,223,1,22,144.18,0.9427,157.0331707,3.398157512,0.675063082
116,7559,225,1,5,144.18,0.9427,157.0331707,3.398157512,0.675063082
117,107,104,4,12,142.98,0.4294,156.912439,3.392183716,0.674245707
118,1050,121,7,16,147.11,0.5842,156.834878,3.388346004,0.673720606
119,391,111,7,4,147.17,0.5793,156.7714634,3.385208253,0.673291278
120,11,102,4,6,152,0.2446,156.3985366,3.36675586,0.670766499
121,333,110,9,2,142.56,0.6946,156.16,3.354953087,0.669151565
122,1117,122,9,7,142.57,0.6946,156.1395122,3.353939352,0.669012859
123,459,112,5,1,145.95,0.4574,156.1129268,3.35262391,0.668832872
124,108,104,4,13,142.93,0.436,155.8678049,3.340495293,0.667173354
125,375,111,6,7,147.55,0.5468,155.8126829,3.337767863,0.666800169
126,334,110,9,3,143.31,0.6886,155.7960976,3.33694722,0.666687883
127,1116,122,9,6,143.33,0.6886,155.7558537,3.334955955,0.666415425
128,466,112,5,2,145.97,0.4506,155.6380488,3.329126978,0.665617865
129,397,111,8,1,147.26,0.6107,155.5978049,3.327135713,0.665345407
130,882,120,3,2,143.53,0.3679,155.4902439,3.321813603,0.664617201
131,128,104,5,4,148.32,0.3432,155.4631707,3.320474025,0.664433911
132,127,104,5,3,148.62,0.3372,155.4231707,3.318494828,0.664163104
133,126,104,5,2,148.93,0.3307,155.4082927,3.317758663,0.664062377
134,1075,121,8,21,147.25,0.6149,155.4080488,3.317746595,0.664060726
135,119,104,5,1,149.26,0.3243,155.2865854,3.311736593,0.663238397
136,129,104,5,5,148.04,0.3502,155.255122,3.310179786,0.663025385
137,335,110,9,4,144.08,0.6827,155.2482927,3.309841874,0.662979149
138,1115,122,9,5,144.1,0.6827,155.207561,3.307826472,0.662703389
139,130,104,5,6,147.77,0.3563,155.14,3.30448356,0.662245989
140,467,112,5,3,146.01,0.4437,155.0917073,3.302094042,0.661919039
141,10,102,4,5,152.55,0.2384,155.002439,3.297677053,0.661314677
142,7560,225,1,6,144.29,0.9359,154.9892683,3.297025366,0.661225509
143,7069,223,1,21,144.29,0.9359,154.9892683,3.297025366,0.661225509
144,1029,121,6,11,147.97,0.5523,154.8478049,3.290025766,0.660267778
145,899,120,4,8,144.42,0.3864,154.8336585,3.289325807,0.660172004
146,1049,121,7,15,147.99,0.5778,154.8026829,3.287793136,0.659962294
147,131,104,5,7,147.53,0.3633,154.7646341,3.285910485,0.659704697
148,109,104,4,14,142.89,0.4429,154.7536585,3.285367412,0.659630391
149,392,111,7,5,148.07,0.5728,154.6521951,3.28034701,0.658943466
150,907,120,5,15,145.95,0.4348,154.6441463,3.279948757,0.658888974
151,336,110,9,5,144.86,0.6768,154.5597561,3.275773134,0.658317638
152,1114,122,9,4,144.89,0.6768,154.4963415,3.272635382,0.65788831
153,468,112,5,4,146.07,0.4369,154.4880488,3.272225061,0.657832167
154,132,104,5,8,147.31,0.3696,154.427561,3.269232128,0.657422654
155,906,120,5,14,145.98,0.428,154.1002439,3.253036503,0.655206661
156,408,111,8,2,148.05,0.6041,154.0102439,3.24858331,0.654597345
157,881,120,3,1,143.97,0.3616,153.92,3.244118048,0.653986378
158,1074,121,8,20,148.03,0.6084,153.8802439,3.242150919,0.653717223
159,469,112,5,5,146.14,0.4304,153.8678049,3.241535437,0.653633008
160,337,110,9,6,145.67,0.671,153.6773171,3.232110114,0.652343373
161,22,102,5,16,150.7,0.302,153.6353659,3.230034371,0.652059356
162,1113,122,9,3,145.7,0.671,153.6126829,3.228912021,0.651905789
163,110,104,4,15,142.86,0.4499,153.6063415,3.228598246,0.651862856
164,898,120,4,7,144.71,0.3798,153.6058537,3.228574109,0.651859553
165,905,120,5,13,146.04,0.4213,153.4756098,3.222129651,0.65097778
166,9,102,4,4,153.12,0.2328,153.4219512,3.21947463,0.650614502
167,376,111,6,8,148.54,0.54,153.2402439,3.210483765,0.649384312
168,457,112,4,8,144.28,0.3614,153.1587805,3.206452961,0.648832791
169,470,112,5,6,146.23,0.4232,153.1395122,3.205499567,0.648702341
170,21,102,5,15,151.08,0.2961,153.1360976,3.205330612,0.648679223
171,7068,223,1,20,144.42,0.9292,153.1095122,3.20401517,0.648499236
172,7561,225,1,7,144.42,0.9292,153.1095122,3.20401517,0.648499236
173,7824,225,2,1,147.15,0.9568,152.8980488,3.193551975,0.647067592
174,904,120,5,12,146.11,0.4146,152.82,3.189690127,0.646539188
175,1048,121,7,14,148.89,0.5712,152.6546341,3.181507836,0.645419633
176,338,110,9,7,146.49,0.6653,152.6529268,3.181423358,0.645408074
177,1112,122,9,2,146.53,0.6653,152.5639024,3.177018438,0.644805364
178,20,102,5,14,151.5,0.2896,152.5473171,3.176197795,0.644693078
179,393,111,7,6,148.98,0.5661,152.4409756,3.170936027,0.643973128
180,471,112,5,7,146.33,0.4169,152.4387805,3.170827413,0.643958266
181,897,120,4,6,145.03,0.3731,152.2939024,3.163658857,0.642977417
182,1099,121,9,24,148.47,0.6196,152.2736585,3.162657191,0.642840362
183,411,111,8,3,148.89,0.5978,152.2119512,3.159603917,0.642422593
184,1028,121,6,10,149.01,0.5457,152.1797561,3.158010905,0.642204626
185,1072,121,8,19,148.86,0.6022,152.1392683,3.156007571,0.641930517
186,903,120,5,11,146.21,0.408,152.085122,3.153328414,0.641563937
187,458,112,4,9,144.57,0.3543,151.8765854,3.143010039,0.640152108
188,8,102,4,3,153.7,0.2268,151.8002439,3.139232669,0.639635263
189,19,102,5,13,151.93,0.2838,151.7956098,3.139003371,0.639603889
190,418,111,9,1,148.47,0.628,151.7521951,3.136855218,0.639309965
191,339,110,9,8,147.3,0.6596,151.5495122,3.126826482,0.637937766
192,1111,122,9,1,147.34,0.6596,151.4590244,3.122349152,0.637325148
193,7562,225,1,8,144.57,0.9226,151.3726829,3.118076982,0.636740602
194,7066,223,1,19,144.57,0.9226,151.3726829,3.118076982,0.636740602
195,133,104,5,9,146.24,0.4097,151.0673171,3.102967502,0.634673222
196,18,102,5,12,152.37,0.2773,151.0646341,3.102834751,0.634655058
197,896,120,4,5,145.37,0.3666,150.9429268,3.096812681,0.633831079
198,377,111,6,9,149.49,0.5332,150.7087805,3.085227137,0.632245867
199,1098,121,9,23,149.3,0.6134,150.6253659,3.081099787,0.631681136
200,445,112,4,10,144.9,0.3481,150.5673171,3.078227538,0.631288136
201,7825,225,2,2,147.31,0.9501,150.5402439,3.076887959,0.631104846
202,1047,121,7,13,149.8,0.5647,150.4158537,3.070733139,0.630262702
203,412,111,8,4,149.73,0.5912,150.3492683,3.0674385,0.629811908
204,429,111,9,2,149.25,0.6218,150.3019512,3.065097254,0.629491563
205,1071,121,8,18,149.71,0.5958,150.2865854,3.064336953,0.629387534
206,394,111,7,7,149.91,0.5594,150.1143902,3.055816751,0.628221743
207,1037,121,6,4,149.35,0.5056,150.1053659,3.055370225,0.628160646
208,17,102,5,11,152.84,0.2716,150.0892683,3.054573718,0.628051663
209,1038,121,6,5,149.47,0.5126,150.0860976,3.054416831,0.628030196
210,1036,121,6,3,149.26,0.4992,150.0521951,3.052739341,0.627800671
211,7,102,4,2,154.3,0.2212,150.0236585,3.051327352,0.627607473
212,1039,121,6,6,149.6,0.5189,149.9917073,3.049746408,0.627391158
213,120,104,5,10,146.23,0.4169,149.9221951,3.04630695,0.626920549
214,1035,121,6,2,149.18,0.4921,149.9202439,3.046210404,0.626907339
215,1040,121,6,7,149.75,0.526,149.8502439,3.042746809,0.626433426
216,1027,121,6,1,149.12,0.4858,149.7563415,3.038100523,0.625797691
217,366,111,6,14,149.38,0.4992,149.7490244,3.037738475,0.625748153
218,7563,225,1,9,144.73,0.9159,149.7482927,3.03770227,0.625743199
219,7065,223,1,18,144.73,0.9159,149.7482927,3.03770227,0.625743199
220,365,111,6,13,149.51,0.5064,149.734878,3.037038515,0.62565238
221,367,111,6,15,149.28,0.4928,149.7007317,3.035348956,0.625421203
222,364,111,6,12,149.66,0.5128,149.6143902,3.031076787,0.624836656
223,1041,121,6,8,149.92,0.5322,149.6053659,3.030630261,0.62477556
224,368,111,6,16,149.19,0.4856,149.5682927,3.028795883,0.624524568
225,895,120,4,4,145.74,0.3599,149.4980488,3.025320219,0.624049005
226,363,111,6,11,149.83,0.52,149.4512195,3.023003111,0.623731962
227,369,111,6,17,149.12,0.4792,149.4080488,3.020867026,0.623439689
228,1042,121,6,9,150.09,0.539,149.3512195,3.018055118,0.623054945
229,362,111,6,10,150.01,0.5264,149.21,3.011067586,0.622098865
230,16,102,5,10,153.31,0.2652,149.1646341,3.008822887,0.62179173
231,121,104,5,11,146.14,0.4232,149.1609756,3.008641863,0.621766961
232,446,112,4,11,145.26,0.3411,149.1195122,3.006590256,0.621486247
233,1097,121,9,22,150.16,0.6071,148.8312195,2.992325555,0.619534455
234,902,120,5,10,147.33,0.4013,148.7978049,2.990672201,0.619308232
235,437,111,9,3,150.06,0.6154,148.7136585,2.986508647,0.618738547
236,930,120,6,22,149.05,0.4587,148.4019512,2.971085391,0.616628235
237,413,111,8,5,150.59,0.5848,148.364878,2.969251013,0.616377243
238,474,112,6,1,149.05,0.458,148.3585366,2.968937238,0.61633431
239,1070,121,8,17,150.57,0.5894,148.3385366,2.967947639,0.616198907
240,0,102,4,1,154.89,0.2153,148.2680488,2.964459908,0.615721692
241,7064,223,1,17,144.91,0.9092,148.2190244,2.962034185,0.615389789
242,122,104,5,12,146.07,0.4304,148.2029268,2.961237678,0.615280805
243,7539,225,1,10,144.92,0.9092,148.1973171,2.960960108,0.615242826
244,1046,121,7,12,150.72,0.5581,148.0931707,2.955806955,0.614537738
245,30,102,5,9,153.79,0.2596,148.0739024,2.954853561,0.614407288
246,894,120,4,3,146.13,0.3534,148.0212195,2.952246813,0.614050615
247,929,120,6,21,149.07,0.452,147.935122,2.947986712,0.61346772
248,485,112,6,2,149.07,0.4512,147.8836585,2.945440306,0.613119304
249,915,120,5,9,147.55,0.3948,147.7621951,2.939430305,0.612296976
250,395,111,7,8,150.85,0.5528,147.7073171,2.936714943,0.611925442
251,447,112,4,12,145.65,0.335,147.6714634,2.934940907,0.611682706
252,216,105,4,1,142.94,0.4852,147.482439,2.925587994,0.610402978
253,928,120,6,20,149.11,0.4453,147.4043902,2.921726146,0.609874575
254,489,112,6,3,149.11,0.4444,147.3465854,2.918865964,0.609483226
255,123,104,5,13,146.01,0.4369,147.3370732,2.918395302,0.609418826
256,438,111,9,4,150.88,0.6092,147.0168293,2.902549656,0.60725072
257,1096,121,9,21,151.04,0.6009,146.9168293,2.897601664,0.606573703
258,29,102,5,8,154.3,0.2536,146.885122,2.896032788,0.606359039
259,926,120,6,19,149.16,0.4388,146.8495122,2.89427082,0.606117954
261,7063,223,1,16,145.12,0.9027,146.7819512,2.890927907,0.605660555
260,7540,225,1,11,145.12,0.9027,146.7819512,2.890927907,0.605660555
262,490,112,6,4,149.17,0.4378,146.7582927,2.889757285,0.605500383
263,914,120,5,8,147.8,0.3881,146.6304878,2.883433509,0.604635121
264,893,120,4,2,146.55,0.3468,146.4609756,2.875046057,0.603487495
265,124,104,5,14,145.97,0.4437,146.3785366,2.87096698,0.602929368
266,1069,121,8,16,151.44,0.583,146.304878,2.867322361,0.602430687
267,414,111,8,6,151.46,0.5782,146.2985366,2.867008586,0.602387754
268,217,105,4,2,143,0.4918,146.2856098,2.866368967,0.602300237
269,925,120,6,18,149.24,0.4324,146.2165854,2.862953646,0.60183293
270,491,112,6,5,149.24,0.4314,146.1485366,2.859586597,0.601372228
271,448,112,4,13,146.06,0.3283,146.1253659,2.858440111,0.601215359
272,3300,209,1,1,143.83,0.9696,145.914878,2.848025189,0.59979032
273,2836,207,1,26,143.85,0.9696,145.8804878,2.846323562,0.599557492
274,472,112,5,8,147.34,0.3633,145.8456098,2.844597799,0.599321361
275,1045,121,7,11,151.65,0.5516,145.6963415,2.837212015,0.598310789
276,28,102,5,7,154.82,0.2478,145.6021951,2.832553661,0.597673402
277,924,120,6,17,149.33,0.4254,145.5073171,2.827859102,0.597031062
278,913,120,5,7,148.07,0.3816,145.4602439,2.825529924,0.596712368
279,492,112,6,6,149.33,0.4243,145.4314634,2.824105868,0.596517519
280,7062,223,1,15,145.33,0.896,145.4297561,2.82402139,0.59650596
281,7541,225,1,12,145.33,0.896,145.4297561,2.82402139,0.59650596
282,125,104,5,15,145.95,0.4506,145.3617073,2.820654341,0.596045258
283,396,111,7,9,151.8,0.5461,145.2265854,2.813968517,0.595130459
284,439,111,9,5,151.72,0.6028,145.2121951,2.813256489,0.595033035
285,148,104,6,4,151.39,0.3453,145.1212195,2.808755022,0.594417114
286,147,104,6,3,151.68,0.3393,145.0317073,2.804325965,0.593811101
287,149,104,6,5,151.12,0.3522,144.9995122,2.802732953,0.593593135
288,145,104,6,2,151.98,0.3329,144.9490244,2.80023482,0.593251324
289,150,104,6,6,150.87,0.3582,144.9287805,2.799233153,0.593114269
290,218,105,4,3,143.09,0.4992,144.9143902,2.798521125,0.593016845
291,886,120,4,1,146.98,0.3404,144.8936585,2.797495321,0.592876487
292,1095,121,9,20,151.94,0.5946,144.8904878,2.797338434,0.592855021
293,923,120,6,16,149.44,0.4193,144.8034146,2.793030059,0.59226552
294,134,104,6,1,152.29,0.3267,144.7846341,2.792100802,0.592138373
295,493,112,6,7,149.44,0.418,144.7107317,2.788444115,0.591638041
296,151,104,6,7,150.63,0.3651,144.682439,2.787044195,0.591446495
297,473,112,5,9,147.62,0.3563,144.6012195,2.783025459,0.590896625
298,7529,223WC,2W,14,150.07,0.9568,144.5729268,2.781625539,0.590705078
299,449,112,4,14,146.5,0.322,144.5436585,2.780177346,0.590506927
300,152,104,6,8,150.41,0.3712,144.4778049,2.776918912,0.590061086
301,27,102,5,6,155.35,0.2418,144.2639024,2.766335035,0.58861293
302,912,120,5,6,148.35,0.375,144.2565854,2.765972987,0.588563392
303,1068,121,8,15,152.31,0.5767,144.2141463,2.763873107,0.588276072
304,7061,223,1,14,145.56,0.8894,144.1453659,2.760469853,0.587810417
305,415,111,8,7,152.35,0.5718,144.1246341,2.75944405,0.587670059
306,7542,225,1,13,145.57,0.8894,144.1236585,2.759395777,0.587663454
308,2835,207,1,25,143.94,0.9628,144.1202439,2.759226821,0.587640337
307,3311,209,1,2,143.94,0.9628,144.1202439,2.759226821,0.587640337
309,153,104,6,9,150.21,0.3782,144.0717073,2.756825234,0.587311736
310,922,120,6,15,149.56,0.4123,144.0031707,2.753434049,0.586847731
311,494,112,6,8,149.56,0.4109,143.9034146,2.748498124,0.586172365
312,135,104,6,10,150.02,0.3843,143.7568293,2.741245091,0.585179957
313,219,105,4,4,143.19,0.5058,143.6712195,2.737009126,0.584600364
314,440,111,9,6,152.57,0.5964,143.3204878,2.719654947,0.58222585
315,460,112,5,10,147.95,0.3502,143.3046341,2.718870509,0.582118518
316,1044,121,7,10,152.57,0.545,143.2807317,2.717687818,0.581956694
317,136,104,6,11,149.85,0.3913,143.2458537,2.715962054,0.581720564
318,921,120,6,14,149.7,0.4061,143.2046341,2.713922516,0.5814415
319,495,112,6,9,149.7,0.4047,143.1036585,2.70892625,0.580757878
320,911,120,5,5,148.65,0.3686,143.0180488,2.704690285,0.580178285
321,38,102,6,16,153.71,0.3046,142.9665854,2.702143879,0.579829869
322,450,112,4,15,146.95,0.3154,142.9141463,2.6995492,0.579474848
323,7543,225,1,14,145.82,0.8829,142.8909756,2.698402714,0.579317978
324,7060,223,1,13,145.82,0.8829,142.8909756,2.698402714,0.579317978
325,1093,121,9,19,152.84,0.5883,142.8114634,2.694468456,0.578779667
326,137,104,6,12,149.69,0.3976,142.8017073,2.693985725,0.578713616
327,26,102,5,5,155.9,0.2361,142.7904878,2.693430585,0.578637658
328,379,111,7,10,152.73,0.5394,142.7521951,2.691535865,0.57837841
329,3319,209,1,3,144,0.9561,142.5831707,2.683172551,0.577234086
330,2834,207,1,24,144,0.9561,142.5831707,2.683172551,0.577234086
331,7528,223WC,2W,13,150.25,0.9501,142.3729268,2.672769698,0.575810698
332,37,102,6,15,154.11,0.2988,142.3426829,2.671273231,0.575605942
333,920,120,6,13,149.86,0.3992,142.2992683,2.669125079,0.575312017
334,220,105,4,5,143.31,0.5132,142.2880488,2.668569938,0.575236059
335,1056,121,7,4,152.47,0.5054,142.2170732,2.66505807,0.574755542
336,1057,121,7,5,152.59,0.5124,142.2090244,2.664659817,0.57470105
337,1055,121,7,3,152.37,0.4992,142.1882927,2.663634013,0.574560693
338,475,112,6,10,149.86,0.3976,142.1812195,2.663284033,0.574512807
339,138,104,6,13,149.55,0.4047,142.1792683,2.663187487,0.574499596
340,1058,121,7,6,152.73,0.5187,142.1026829,2.659398049,0.5739811
341,1054,121,7,2,152.28,0.4922,142.0780488,2.658179153,0.573814323
342,1067,121,8,14,153.2,0.5702,142.0278049,2.655693088,0.573474163
343,384,111,7,15,152.58,0.5063,141.9782927,2.653243228,0.573138957
344,1059,121,7,7,152.89,0.5257,141.9487805,2.651782967,0.572939154
345,385,111,7,16,152.47,0.4992,141.935122,2.651107144,0.572846684
346,1043,121,7,1,152.22,0.486,141.9146341,2.650093409,0.572707978
347,416,111,8,8,153.24,0.5651,141.904878,2.649610678,0.572641927
348,383,111,7,14,152.72,0.5127,141.894878,2.649115878,0.572574225
349,461,112,5,11,148.3,0.3432,141.8902439,2.648886581,0.572542851
350,386,111,7,17,152.37,0.4929,141.885122,2.648633147,0.572508175
351,382,111,7,13,152.88,0.5198,141.7656098,2.642719692,0.571699057
352,387,111,7,18,152.28,0.4858,141.7543902,2.642164552,0.571623099
353,1060,121,7,8,153.06,0.5319,141.7202439,2.640474993,0.571391922
354,36,102,6,14,154.53,0.2923,141.7078049,2.639859511,0.571307708
355,910,120,5,4,148.97,0.3619,141.704878,2.639714692,0.571287893
356,7059,223,1,12,146.08,0.8764,141.7029268,2.639618146,0.571274682
357,7544,225,1,15,146.09,0.8764,141.6841463,2.638688889,0.571147535
358,1131,15,20,3,142.13,0.1869,141.6404878,2.636528667,0.570851959
359,139,104,6,14,149.43,0.4109,141.6302439,2.6360218,0.570782606
360,1132,17,20,17,142.14,0.1869,141.6209756,2.635563205,0.570719859
361,7345,223,2,4,147.25,0.8402,141.6148718,2.635261189,0.570678535
362,388,111,7,19,152.22,0.4794,141.5639024,2.632739229,0.570333463
363,381,111,7,12,153.05,0.526,141.5570732,2.632401317,0.570287228
364,1061,121,7,9,153.25,0.5384,141.4285366,2.626041336,0.569417013
365,919,120,6,12,150.03,0.3931,141.4239024,2.625812039,0.569385639
366,441,111,9,7,153.43,0.59,141.3480488,2.622058805,0.568872097
367,380,111,7,11,153.24,0.5328,141.2973171,2.619548604,0.568528634
368,1130,15,20,2,142.64,0.1933,141.2887805,2.619126215,0.56847084
369,1133,17,20,18,142.65,0.1933,141.2685366,2.618124548,0.568333785
370,476,112,6,11,150.04,0.3913,141.2668293,2.61804007,0.568322227
371,25,102,5,4,156.46,0.2302,141.2609756,2.617750431,0.568282596
373,2833,207,1,23,144.08,0.9493,141.1312195,2.611330109,0.567404125
372,3320,209,1,4,144.08,0.9493,141.1312195,2.611330109,0.567404125
374,7344,223,2,3,147.2,0.834,141.0910256,2.609341319,0.567132006
375,221,105,4,6,143.45,0.5198,141.0068293,2.605175289,0.566561982
