level_0,index,section_name,row_name,seat,center_distance,angle,prediction,normalized,seat_score
5368,2625,19,14,8,118.09,0.2744,164.1609756,-0.672017517,0.07667826
5367,309,1,7,9,98.07,0.0873,164.2173171,-0.671535861,0.076750592
5366,4464,29,19,3,129.52,0.3478,164.2219512,-0.671496244,0.076756541
5365,4644,3,15,9,121.42,0.2853,164.2287805,-0.671437862,0.076765309
5364,1063,12,19,6,127.9,0.4837,164.235122,-0.671383649,0.07677345
5363,4624,3,14,7,119.38,0.2744,164.2439024,-0.671308586,0.076784723
5362,1039,12,18,15,125.16,0.3982,164.2441463,-0.671306501,0.076785036
5361,2967,20,18,2,125.16,0.3982,164.2441463,-0.671306501,0.076785036
5360,2979,20,19,13,127.89,0.4837,164.2470732,-0.67128148,0.076788794
5359,4380,29,15,10,121.35,0.2853,164.2563415,-0.671202246,0.076800692
5358,4366,29,14,11,119.32,0.2744,164.2653659,-0.671125098,0.076812278
5357,1587,13,16,5,121.36,0.3253,164.2765854,-0.671029184,0.076826682
5356,2653,19,16,16,121.34,0.3253,164.2946341,-0.670874887,0.076849853
5355,4606,3,13,6,117.02,0.2636,164.2992683,-0.67083527,0.076855803
5354,1592,13,17,1,123.16,0.3579,164.3121951,-0.67072476,0.076872399
5353,1062,12,19,5,128,0.4914,164.3129268,-0.670718505,0.076873338
5352,2676,19,17,20,123.15,0.3579,164.3219512,-0.670641357,0.076884924
5351,4426,29,17,7,125.45,0.3133,164.3236585,-0.670626761,0.076887115
5350,2980,20,19,14,127.99,0.4914,164.3263415,-0.670603825,0.07689056
5349,4352,29,13,12,116.91,0.2636,164.3363415,-0.670518336,0.076903398
5348,3004,20,20,18,128.54,0.5218,164.3458537,-0.670437018,0.07691561
5347,4669,3,17,14,125.38,0.3133,164.3604878,-0.670311912,0.076934398
5346,1522,13,13,13,116.46,0.256,164.384878,-0.670103403,0.07696571
5345,296,1,7,10,98.42,0.096,164.412439,-0.669867788,0.077001094
5344,1082,12,20,3,128.49,0.5218,164.4165854,-0.669832341,0.077006417
5343,901,110,5,1,130.46,0.681,164.4202439,-0.669801065,0.077011114
5342,1570,13,15,8,119.59,0.3001,164.4421951,-0.669613406,0.077039295
5341,1189,122,5,8,130.45,0.681,164.4578049,-0.669479961,0.077059335
5340,2630,19,15,12,119.55,0.3001,164.4802439,-0.669288132,0.077088143
5339,2604,19,13,5,116.36,0.256,164.4860976,-0.66923809,0.077095658
5338,297,1,7,11,98.81,0.1046,164.5443902,-0.668739753,0.077170496
5337,4445,29,18,5,127.19,0.3306,164.5521951,-0.66867303,0.077180516
5336,4696,3,18,20,127.18,0.3306,164.5568293,-0.668633413,0.077186465
5335,1178,122,4,5,130.15,0.6569,164.5582927,-0.668620903,0.077188344
5334,896,110,4,4,130.15,0.6569,164.5582927,-0.668620903,0.077188344
5333,2510,17,8,4,102.66,0.1244,164.6180488,-0.668110055,0.07726506
5332,298,1,7,12,99.24,0.1131,164.6195122,-0.668097545,0.077266939
5331,1984,15,8,6,102.64,0.1244,164.6507317,-0.667830653,0.077307019
5330,4326,29,11,13,112.62,0.2478,164.6678049,-0.667684697,0.077328938
5329,299,1,7,13,99.69,0.1216,164.6790244,-0.667588782,0.077343342
5327,281,1,6,1,93.64,0.018,164.6797561,-0.667582527,0.077344281
5328,5018,31,6,12,93.64,0.018,164.6797561,-0.667582527,0.077344281
5325,2968,20,18,3,125.03,0.4063,164.6885366,-0.667507464,0.077355554
5326,1038,12,18,14,125.03,0.4063,164.6885366,-0.667507464,0.077355554
5324,4553,3,10,2,110.43,0.2362,164.6895122,-0.667499123,0.077356806
5323,300,1,7,14,100.18,0.13,164.6946341,-0.667455337,0.077363382
5322,301,1,7,15,100.68,0.1384,164.7168293,-0.667265593,0.077391876
5321,4648,3,16,12,123.06,0.3034,164.8056098,-0.66650662,0.077505855
5320,4410,29,16,8,123.01,0.3034,164.8285366,-0.666310621,0.077535289
5319,1507,13,12,15,114.5,0.2374,164.8358537,-0.666248069,0.077544682
5318,4571,3,11,4,112.13,0.2478,164.8502439,-0.666125048,0.077563157
5317,1417,126,3,7,130.18,0.6329,164.8846341,-0.66583105,0.077607308
5316,4588,3,12,5,114.46,0.2598,164.8860976,-0.66581854,0.077609187
5315,2219,16,6,3,94.15,0.0594,164.8965854,-0.665728881,0.077622651
5313,2585,19,12,3,114.43,0.2374,164.9092683,-0.665620456,0.077638934
5314,4461,29,19,2,129.25,0.3554,164.9092683,-0.665620456,0.077638934
5312,545,106,3,2,130.17,0.6329,164.9178049,-0.665547478,0.077649893
5311,4338,29,12,12,114.36,0.2598,164.9207317,-0.665522457,0.077653651
5310,2224,16,6,8,94.14,0.0594,164.9226829,-0.665505776,0.077656156
5309,4628,3,15,10,120.84,0.2926,164.9831707,-0.664988673,0.077733811
5308,4394,29,15,9,120.79,0.2926,165.0017073,-0.664830206,0.077757609
5307,1586,13,16,4,121.04,0.3332,165.0126829,-0.664736377,0.0777717
5306,4625,3,14,8,118.74,0.282,165.0160976,-0.664707186,0.077776083
5305,2654,19,16,17,121.03,0.3332,165.022439,-0.664652973,0.077784225
5304,4607,3,13,7,116.37,0.2708,165.0334146,-0.664559144,0.077798315
5303,4365,29,14,10,118.69,0.282,165.035122,-0.664544549,0.077800507
5302,859,109,9,15,137.37,0.7706,165.0612195,-0.664321444,0.077834012
5301,4351,29,13,11,116.27,0.2708,165.0678049,-0.664265146,0.077842466
5299,1037,12,18,13,124.93,0.4136,165.0756098,-0.664198423,0.077852486
5300,2969,20,18,4,124.93,0.4136,165.0756098,-0.664198423,0.077852486
5298,679,107,9,4,137.36,0.7706,165.1019512,-0.663973234,0.077886304
5297,4425,29,17,6,125,0.321,165.1092683,-0.663910681,0.077895698
5296,1536,13,14,10,117.66,0.282,165.117561,-0.663839788,0.077906344
5295,4670,3,17,15,124.94,0.321,165.1414634,-0.663635449,0.077937031
5294,2626,19,14,9,117.63,0.282,165.1460976,-0.663595832,0.07794298
5293,1569,13,15,7,119.2,0.3071,165.2529268,-0.662682562,0.07808013
5291,1061,12,19,4,127.42,0.4991,165.2614634,-0.662609584,0.078091089
5292,2981,20,19,15,127.42,0.4991,165.2614634,-0.662609584,0.078091089
5289,4444,29,18,4,126.88,0.3383,165.2743902,-0.662499074,0.078107685
5290,4697,3,18,21,126.88,0.3383,165.2743902,-0.662499074,0.078107685
5288,2631,19,15,13,119.17,0.3071,165.2821951,-0.662432351,0.078117705
5286,743,108,8,11,126.41,0.9844,165.4139024,-0.661306401,0.078286794
5287,755,108,8,7,126.41,0.9844,165.4139024,-0.661306401,0.078286794
5284,1036,12,18,12,124.84,0.4217,165.4890244,-0.660664193,0.078383237
5285,2970,20,18,5,124.84,0.4217,165.4890244,-0.660664193,0.078383237
5283,4450,29,19,1,129.02,0.3623,165.514878,-0.660443173,0.078416428
5282,1521,13,13,12,115.93,0.2636,165.5153659,-0.660439003,0.078417055
5281,4325,29,11,12,111.89,0.2556,165.5219512,-0.660382706,0.078425509
5280,4649,3,16,13,122.58,0.3104,165.5331707,-0.660286792,0.078439913
5279,4752,3,9,1,108.01,0.2321,165.5402439,-0.660226324,0.078448994
5278,5017,31,6,11,93.73,0.0269,165.5436585,-0.660197133,0.078453377
5277,4409,29,16,7,122.54,0.3104,165.5507317,-0.660136665,0.078462458
5276,1421,126,4,3,129.29,0.6631,165.562439,-0.660036581,0.078477488
5275,287,1,6,2,93.72,0.0269,165.5636585,-0.660026155,0.078479054
5274,4554,3,10,3,109.65,0.2437,165.5878049,-0.659819731,0.078510053
5273,557,106,4,6,129.28,0.6631,165.6026829,-0.65969254,0.078529154
5272,2605,19,13,6,115.84,0.2636,165.6080488,-0.659646668,0.078536043
5271,2511,17,8,5,103.08,0.1329,165.617561,-0.65956535,0.078548255
5270,1983,15,8,5,103.06,0.1329,165.6507317,-0.659281777,0.07859084
5269,4313,29,10,13,109.49,0.2437,165.6626829,-0.659179608,0.078606183
5268,2541,19,10,1,111,0.2068,165.6763415,-0.659062843,0.078623719
5267,4589,3,12,6,113.77,0.2671,165.6765854,-0.659060758,0.078624032
5266,1585,13,16,3,120.75,0.3403,165.6787805,-0.659041992,0.07862685
5265,2655,19,16,18,120.74,0.3403,165.6878049,-0.658964843,0.078638436
5264,4337,29,12,11,113.69,0.2671,165.7056098,-0.658812632,0.078661294
5263,4572,3,11,5,111.43,0.2556,165.7078049,-0.658793866,0.078664112
5262,1476,13,10,18,110.97,0.2068,165.7121951,-0.658756334,0.078669748
5261,4629,3,15,11,120.3,0.3001,165.7521951,-0.658414379,0.078721101
5260,4393,29,15,8,120.26,0.3001,165.7678049,-0.658280933,0.078741141
5259,4626,3,14,9,118.13,0.2892,165.7721951,-0.658243402,0.078746778
5258,5279,4,20,1,131.22,0.3946,165.7743902,-0.658224636,0.078749596
5257,4378,29,14,9,118.09,0.2892,165.7887805,-0.658101616,0.07876807
5256,4608,3,13,8,115.75,0.2784,165.8197561,-0.657836809,0.078807837
5255,4424,29,17,5,124.58,0.328,165.8346341,-0.657709618,0.078826938
5253,1035,12,18,11,124.78,0.429,165.8441463,-0.6576283,0.07883915
5254,2971,20,18,6,124.78,0.429,165.8441463,-0.6576283,0.07883915
5252,4350,29,13,10,115.67,0.2784,165.8478049,-0.657597023,0.078843847
5251,4671,3,17,16,124.53,0.328,165.8614634,-0.657480258,0.078861382
5249,4443,29,18,3,126.59,0.3452,165.9285366,-0.656906858,0.078947492
5250,4698,3,18,22,126.59,0.3452,165.9285366,-0.656906858,0.078947492
5248,1492,13,11,16,112.48,0.2258,165.9473171,-0.656746306,0.078971603
5247,2559,19,11,1,112.41,0.2258,166.024878,-0.656083247,0.079071177
5246,1552,13,14,9,117.22,0.2892,166.0526829,-0.655845546,0.079106874
5245,2610,19,14,10,117.19,0.2892,166.0831707,-0.65558491,0.079146015
5244,3005,20,20,19,127.52,0.5294,166.087561,-0.655547378,0.079151651
5243,1506,13,12,14,113.94,0.245,166.0958537,-0.655476485,0.079162297
5242,1568,13,15,6,118.84,0.3151,166.0973171,-0.655463975,0.079164176
5241,1080,12,20,2,127.5,0.5294,166.1185366,-0.655282572,0.079191418
5240,2632,19,15,14,118.81,0.3151,166.1273171,-0.655207508,0.079202691
5239,2586,19,12,4,113.89,0.245,166.1497561,-0.65501568,0.079231498
5237,2972,20,18,7,124.74,0.4371,166.2158537,-0.65445062,0.079316356
5238,1034,12,18,10,124.74,0.4371,166.2158537,-0.65445062,0.079316356
5236,5290,4,20,2,131.09,0.4014,166.2202439,-0.654413088,0.079321992
5235,5016,31,6,10,93.87,0.0359,166.28,-0.653902241,0.079398708
5234,288,1,6,3,93.85,0.0359,166.3182927,-0.653574882,0.079447869
5233,4650,3,16,14,122.11,0.3182,166.3270732,-0.653499818,0.079459142
5232,4408,29,16,6,122.08,0.3182,166.3412195,-0.653378883,0.079477303
5231,1583,13,16,2,120.48,0.3484,166.3821951,-0.653028588,0.079529908
5230,2656,19,16,19,120.47,0.3484,166.3912195,-0.652951439,0.079541494
5229,4324,29,11,11,111.16,0.263,166.402439,-0.652855525,0.079555898
5228,2512,17,8,6,103.54,0.1412,166.4314634,-0.652607399,0.07959316
5227,4630,3,15,12,119.79,0.3071,166.4909756,-0.652098637,0.079669563
5226,1982,15,8,4,103.5,0.1412,166.4934146,-0.652077786,0.079672694
5225,4392,29,15,7,119.75,0.3071,166.5068293,-0.651963106,0.079689916
5223,2499,17,7,1,98.7,0.1009,166.522439,-0.65182966,0.079709957
5224,1978,15,7,8,98.7,0.1009,166.522439,-0.65182966,0.079709957
5222,4590,3,12,7,113.11,0.2749,166.5390244,-0.651687874,0.079731249
5220,1048,12,18,9,124.72,0.4444,166.5395122,-0.651683704,0.079731875
5221,2973,20,18,8,124.72,0.4444,166.5395122,-0.651683704,0.079731875
5219,4555,3,10,4,108.91,0.2514,166.5531707,-0.651566938,0.079749411
5218,890,110,3,6,129.26,0.639,166.5597561,-0.651510641,0.079757865
5217,4336,29,12,10,113.04,0.2749,166.5680488,-0.651439748,0.079768511
5216,4573,3,11,6,110.76,0.263,166.5812195,-0.651327153,0.07978542
5215,4611,3,14,10,117.56,0.2969,166.5817073,-0.651322983,0.079786046
5213,1024,12,17,15,122.36,0.3893,166.5831707,-0.651310472,0.079787925
5214,2944,20,17,1,122.36,0.3893,166.5831707,-0.651310472,0.079787925
5212,4377,29,14,8,117.52,0.2969,166.5963415,-0.651197877,0.079804834
5211,1520,13,13,11,115.41,0.2708,166.604878,-0.651124899,0.079815794
5210,4423,29,17,4,124.18,0.3358,166.6129268,-0.651056091,0.079826127
5209,4312,29,10,12,108.79,0.2514,166.6165854,-0.651024815,0.079830824
5208,4609,3,13,9,115.16,0.2859,166.6234146,-0.650966432,0.079839591
5207,4753,3,9,2,107.09,0.2393,166.624878,-0.650953921,0.07984147
5206,4672,3,17,17,124.15,0.3358,166.63,-0.650910135,0.079848046
5205,4440,29,18,2,126.32,0.3531,166.6412195,-0.65081422,0.07986245
5204,4699,3,18,23,126.32,0.3531,166.6412195,-0.65081422,0.07986245
5203,4363,29,13,9,115.09,0.2859,166.6512195,-0.650728732,0.079875288
5202,2606,19,13,7,115.34,0.2708,166.6780488,-0.650499372,0.079909732
5201,5292,4,20,3,130.97,0.4093,166.6956098,-0.650349245,0.079932277
5200,1168,122,3,3,129.21,0.639,166.7065854,-0.650255416,0.079946368
5198,2974,20,18,9,124.73,0.4522,166.8529268,-0.649004361,0.080134244
5199,1047,12,18,8,124.73,0.4522,166.8529268,-0.649004361,0.080134244
5197,5026,31,6,9,94.06,0.0448,166.8641463,-0.648908447,0.080148648
5196,1567,13,15,5,118.49,0.3222,166.8770732,-0.648797937,0.080165243
5195,2633,19,15,15,118.47,0.3222,166.897561,-0.648622789,0.080191546
5194,289,1,6,4,94.01,0.0448,166.9617073,-0.64807441,0.080273899
5193,1060,12,19,3,126.35,0.5068,167.0056098,-0.647699093,0.080330261
5192,1551,13,14,8,116.79,0.2969,167.0129268,-0.647636541,0.080339655
5190,2658,19,16,20,120.23,0.3557,167.0258537,-0.647526031,0.080356251
5191,1572,13,16,1,120.23,0.3557,167.0258537,-0.647526031,0.080356251
5189,2982,20,19,16,126.33,0.5068,167.0334146,-0.647461393,0.080365958
5188,2611,19,14,11,116.77,0.2969,167.0343902,-0.647453053,0.08036721
5187,4651,3,16,15,121.69,0.3253,167.0604878,-0.647229948,0.080400715
5186,4407,29,16,5,121.66,0.3253,167.0734146,-0.647119438,0.080417311
5184,2951,20,17,2,122.22,0.3966,167.0782927,-0.647077736,0.080423573
5185,1023,12,17,14,122.22,0.3966,167.0782927,-0.647077736,0.080423573
5183,5293,4,20,4,130.87,0.4163,167.0926829,-0.646954716,0.080442048
5181,768,108,9,3,129.95,0.9543,167.0936585,-0.646946375,0.0804433
5182,764,108,9,15,129.95,0.9543,167.0936585,-0.646946375,0.0804433
5180,1046,12,18,7,124.76,0.46,167.1502439,-0.646462634,0.080515946
5179,4744,3,8,1,104.91,0.227,167.155122,-0.646420932,0.080522208
5178,2960,20,18,10,124.75,0.46,167.1619512,-0.64636255,0.080530976
5177,2513,17,8,7,104.01,0.1496,167.1680488,-0.646310422,0.080538804
5175,680,107,9,5,136.8,0.7772,167.1731707,-0.646266636,0.08054538
5176,858,109,9,14,136.8,0.7772,167.1731707,-0.646266636,0.08054538
5174,2551,19,10,2,110.37,0.2138,167.1763415,-0.646239529,0.08054945
5173,1475,13,10,17,110.35,0.2138,167.2014634,-0.646024765,0.080581703
5172,1981,15,8,3,103.97,0.1496,167.2302439,-0.645778724,0.080618652
5170,4429,29,18,1,126.08,0.3601,167.2741463,-0.645403408,0.080675014
5171,4700,3,18,24,126.08,0.3601,167.2741463,-0.645403408,0.080675014
5169,1505,13,12,13,113.41,0.2521,167.2797561,-0.64535545,0.080682216
5168,1491,13,11,15,111.9,0.2329,167.2829268,-0.645328344,0.080686287
5167,4631,3,15,13,119.3,0.3151,167.3204878,-0.64500724,0.080734509
5166,4422,29,17,3,123.81,0.3428,167.3263415,-0.644957198,0.080742024
5165,4673,3,17,18,123.8,0.3428,167.3309756,-0.644917581,0.080747973
5164,4391,29,15,6,119.27,0.3151,167.3331707,-0.644898815,0.080750791
5163,2587,19,12,5,113.36,0.2521,167.3353659,-0.64488005,0.080753609
5162,2218,16,6,2,94.39,0.0686,167.3356098,-0.644877964,0.080753922
5161,2567,19,11,2,111.84,0.2329,167.3512195,-0.644744519,0.080773963
5160,5025,31,6,8,94.28,0.0538,167.3609756,-0.644661115,0.080786488
5159,4323,29,11,10,110.47,0.2709,167.3678049,-0.644602732,0.080795255
5158,4612,3,14,11,117.02,0.3041,167.3685366,-0.644596477,0.080796195
5157,4376,29,14,7,116.99,0.3041,167.3817073,-0.644483882,0.080813103
5156,2225,16,6,9,94.37,0.0686,167.3892683,-0.644419244,0.08082281
5155,4591,3,12,8,112.49,0.2824,167.4136585,-0.644210735,0.080854123
5154,1045,12,18,6,124.81,0.4678,167.4265854,-0.644100225,0.080870719
5153,4348,29,12,9,112.43,0.2824,167.4387805,-0.643995971,0.080886375
5152,2961,20,18,11,124.8,0.4678,167.4402439,-0.64398346,0.080888254
5151,4594,3,13,10,114.6,0.2937,167.4807317,-0.643637335,0.080940233
5150,5294,4,20,5,130.79,0.4242,167.4931707,-0.643530995,0.080956203
5149,290,1,6,5,94.21,0.0538,167.4958537,-0.643508059,0.080959647
5148,4362,29,13,8,114.54,0.2937,167.5046341,-0.643432996,0.08097092
5147,1416,126,3,6,129.26,0.639,167.5234146,-0.643272444,0.08099503
5146,4574,3,11,7,110.12,0.2709,167.54,-0.643130658,0.081016323
5145,546,106,3,3,129.25,0.639,167.5580488,-0.642976361,0.081039494
5144,4556,3,10,5,108.2,0.259,167.5658537,-0.642909638,0.081049514
5142,1022,12,17,13,122.09,0.4048,167.6173171,-0.642469684,0.081115584
5143,2952,20,17,3,122.09,0.4048,167.6173171,-0.642469684,0.081115584
5141,4311,29,10,11,108.1,0.259,167.6239024,-0.642413386,0.081124039
5140,1044,12,18,5,124.88,0.4757,167.687561,-0.641869177,0.081205765
5139,1519,13,13,10,114.92,0.2784,167.6921951,-0.641829561,0.081211714
5138,2962,20,18,12,124.87,0.4757,167.6995122,-0.641767008,0.081221108
5137,1566,13,15,4,118.16,0.3303,167.7014634,-0.641750327,0.081223613
5136,895,110,4,3,129.29,0.6631,167.702439,-0.641741987,0.081224866
5135,2634,19,15,16,118.15,0.3303,167.712439,-0.641656498,0.081237704
5134,5024,31,6,7,94.55,0.0627,167.7160976,-0.641625222,0.081242401
5133,1179,122,4,6,129.28,0.6631,167.7363415,-0.641452159,0.08126839
5132,2607,19,13,8,114.86,0.2784,167.7578049,-0.641268671,0.081295946
5131,4537,29,9,12,106.33,0.2473,167.764878,-0.641208203,0.081305026
5130,2514,17,8,8,104.51,0.1579,167.7702439,-0.641162331,0.081311915
5129,5295,4,20,6,130.73,0.4312,167.8178049,-0.640755738,0.081372975
5128,1980,15,8,2,104.46,0.1579,167.8468293,-0.640507612,0.081410237
5127,5015,31,6,1,97.04,0.1154,167.8470732,-0.640505527,0.08141055
5126,4652,3,16,16,121.28,0.3332,167.8658537,-0.640344975,0.081434661
5125,4406,29,16,4,121.27,0.3332,167.8712195,-0.640299103,0.08144155
5124,4754,3,9,3,106.21,0.2476,167.8734146,-0.640280337,0.081444368
5123,291,1,6,6,94.45,0.0627,167.9080488,-0.639984254,0.081488832
5122,884,110,2,8,128.47,0.621,167.9090244,-0.639975914,0.081490084
5121,1550,13,14,7,116.39,0.3041,167.9102439,-0.639965489,0.08149165
5120,1043,12,18,4,124.97,0.4834,167.9168293,-0.639909191,0.081500104
5118,1977,15,7,7,99.06,0.1097,167.9229268,-0.639857064,0.081507933
5119,2500,17,7,2,99.06,0.1097,167.9229268,-0.639857064,0.081507933
5117,2963,20,18,13,124.96,0.4834,167.9297561,-0.639798681,0.0815167
5116,2612,19,14,12,116.36,0.3041,167.9419512,-0.639694427,0.081532357
5115,5261,4,19,1,128.26,0.3929,167.9443902,-0.639673576,0.081535488
5114,3007,20,20,20,126.56,0.5369,167.9543902,-0.639588087,0.081548326
5113,5023,31,6,6,94.86,0.0716,167.9668293,-0.639481747,0.081564295
5112,1069,12,20,1,126.54,0.5369,167.9878049,-0.63930243,0.081591224
5111,5019,31,6,2,96.53,0.1067,167.9973171,-0.639221111,0.081603436
5110,1158,122,2,1,128.43,0.621,168.0182927,-0.639041793,0.081630365
5109,2212,16,5,6,90.9,0.0421,168.0714634,-0.638587243,0.081698627
5108,5022,31,6,5,95.22,0.0803,168.082439,-0.638493414,0.081712718
5107,4632,3,15,14,118.85,0.3222,168.087561,-0.638449627,0.081719293
5105,1021,12,17,12,121.99,0.4121,168.0882927,-0.638443372,0.081720233
5106,2953,20,17,4,121.99,0.4121,168.0882927,-0.638443372,0.081720233
5104,4390,29,15,5,118.83,0.3222,168.0963415,-0.638374564,0.081730566
5102,4674,3,17,19,123.48,0.3508,168.1039024,-0.638309926,0.081740273
5103,4421,29,17,2,123.48,0.3508,168.1039024,-0.638309926,0.081740273
5101,2211,16,5,5,90.89,0.0421,168.1043902,-0.638305756,0.081740899
5100,5020,31,6,3,96.05,0.098,168.1087805,-0.638268224,0.081746535
5099,5296,4,20,7,130.69,0.4391,168.1365854,-0.638030524,0.081782232
5098,5021,31,6,4,95.61,0.0892,168.147561,-0.637936694,0.081796323
5097,286,1,6,14,97.65,0.1327,168.2058537,-0.637438358,0.08187116
5096,292,1,6,7,94.73,0.0716,168.2114634,-0.6373904,0.081878362
5095,4613,3,14,12,116.51,0.3121,168.2431707,-0.637119339,0.081919069
5094,4269,28,19,18,127.84,0.3929,168.2512195,-0.637050531,0.081929402
5093,4375,29,14,6,116.49,0.3121,168.2514634,-0.637048445,0.081929715
5092,2515,17,8,9,105.01,0.1661,168.2941463,-0.636683554,0.081984512
5091,4595,3,13,11,114.07,0.3009,168.3153659,-0.636502151,0.082011754
5090,4361,29,13,7,114.02,0.3009,168.3363415,-0.636322834,0.082038683
5089,285,1,6,13,97.15,0.1241,168.337561,-0.636312408,0.082040249
5088,4334,29,11,9,109.81,0.2784,168.3465854,-0.63623526,0.082051834
5087,4592,3,12,9,111.89,0.2903,168.3629268,-0.636095559,0.082072814
5086,1979,15,8,1,104.96,0.1661,168.3682927,-0.636049687,0.082079703
5085,5297,4,20,8,130.67,0.4462,168.384878,-0.6359079,0.082100995
5084,4347,29,12,8,111.84,0.2903,168.3873171,-0.635887049,0.082104127
5083,293,1,6,8,95.04,0.0803,168.415122,-0.635649349,0.082139823
5082,4745,3,8,2,104.05,0.2343,168.4407317,-0.635430414,0.082172702
5081,1565,13,15,3,117.86,0.3376,168.45,-0.635351181,0.0821846
5080,5271,4,19,2,128.12,0.3999,168.4582927,-0.635280288,0.082195247
5079,2635,19,15,17,117.85,0.3376,168.4607317,-0.635259437,0.082198378
5078,284,1,6,12,96.66,0.1154,168.4643902,-0.63522816,0.082203075
5077,1504,13,12,12,112.9,0.2598,168.4921951,-0.63499046,0.082238771
5076,4575,3,11,8,109.51,0.2784,168.5070732,-0.634863269,0.082257872
5075,558,106,4,7,128.45,0.6693,168.542439,-0.634560931,0.082303276
5074,1420,126,4,2,128.45,0.6693,168.542439,-0.634560931,0.082303276
5073,294,1,6,9,95.39,0.0892,168.5443902,-0.63454425,0.082305781
5072,2588,19,12,6,112.85,0.2598,168.5497561,-0.634498378,0.082312669
5071,283,1,6,11,96.2,0.1067,168.5546341,-0.634456677,0.082318932
5070,282,1,6,10,95.78,0.098,168.5819512,-0.634223146,0.082354002
5069,5298,4,20,9,130.66,0.4537,168.6097561,-0.633985446,0.082389699
5067,4405,29,16,3,120.91,0.3403,168.6104878,-0.633979191,0.082390638
5068,4653,3,16,17,120.91,0.3403,168.6104878,-0.633979191,0.082390638
5065,1020,12,17,11,121.9,0.4204,168.6126829,-0.633960425,0.082393456
5066,2954,20,17,5,121.9,0.4204,168.6126829,-0.633960425,0.082393456
5064,1490,13,11,14,111.32,0.2404,168.6595122,-0.633560087,0.082453577
5063,4557,3,10,6,107.52,0.267,168.6682927,-0.633485024,0.082464849
5062,2552,19,10,3,109.75,0.2213,168.7241463,-0.633007538,0.082536555
5061,4310,29,10,10,107.43,0.267,168.7260976,-0.632990857,0.08253906
5060,2568,19,11,3,111.26,0.2404,168.7312195,-0.63294707,0.082545636
5059,5285,4,20,15,131.05,0.4991,168.7419512,-0.632855326,0.082559414
5058,4268,28,19,17,127.74,0.3999,168.7443902,-0.632834475,0.082562545
5057,1474,13,10,16,109.73,0.2213,168.7478049,-0.632805284,0.082566929
5056,1534,13,13,9,114.45,0.2859,168.7546341,-0.632746901,0.082575696
5055,5280,4,20,10,130.68,0.4613,168.7773171,-0.632552988,0.082604817
5054,2608,19,13,9,114.4,0.2859,168.8109756,-0.632265245,0.082648029
5053,4676,3,17,20,123.13,0.3579,168.8356098,-0.632054651,0.082679654
5052,1549,13,14,6,116,0.3121,168.8534146,-0.631902439,0.082702513
5051,4412,29,17,1,123.09,0.3579,168.8570732,-0.631871163,0.08270721
5050,2613,19,14,13,115.98,0.3121,168.8743902,-0.631723121,0.082729442
5049,5284,4,20,14,130.94,0.4916,168.8802439,-0.631673079,0.082736957
5048,5281,4,20,11,130.72,0.4688,168.8863415,-0.631620952,0.082744785
5047,4536,29,9,11,105.61,0.255,168.9385366,-0.631174742,0.082811794
5046,5283,4,20,13,130.85,0.484,168.945122,-0.631118445,0.082820248
5045,4633,3,15,15,118.43,0.3303,168.9509756,-0.631068403,0.082827763
5044,5282,4,20,12,130.77,0.4764,168.9529268,-0.631051722,0.082830268
5043,4389,29,15,4,118.41,0.3303,168.9602439,-0.630989169,0.082839662
5042,1059,12,19,2,125.25,0.5144,169.0046341,-0.630609683,0.082896651
5041,5272,4,19,3,128,0.4079,169.0080488,-0.630580491,0.082901035
5040,2983,20,19,17,125.23,0.5144,169.0346341,-0.630353216,0.082935166
5039,1976,15,7,6,99.47,0.1183,169.0617073,-0.630121771,0.082969923
5038,2955,20,17,6,121.84,0.4278,169.0670732,-0.630075899,0.082976812
5037,4614,3,14,13,116.03,0.3193,169.0734146,-0.630021687,0.082984953
5036,1019,12,17,10,121.83,0.4278,169.0795122,-0.629969559,0.082992781
5035,4374,29,14,5,116.01,0.3193,169.082439,-0.629944538,0.082996539
5034,2501,17,7,3,99.46,0.1183,169.0826829,-0.629942453,0.082996852
5033,4755,3,9,4,105.36,0.255,169.1309756,-0.629529605,0.083058851
5032,1564,13,15,2,117.58,0.3458,169.2397561,-0.628599654,0.083198506
5031,2636,19,15,18,117.57,0.3458,169.2504878,-0.62850791,0.083212284
5030,4596,3,13,12,113.57,0.3091,169.2692683,-0.628347358,0.083236394
5029,4360,29,13,6,113.53,0.3091,169.2865854,-0.628199317,0.083258626
5028,4578,3,12,10,111.33,0.2977,169.3029268,-0.628059615,0.083279606
5027,4267,28,19,16,127.62,0.4079,169.304878,-0.628042935,0.083282111
5026,4346,29,12,7,111.29,0.2977,169.3236585,-0.627882383,0.083306222
5025,2964,20,18,14,124.23,0.4912,169.3263415,-0.627859447,0.083309666
5023,857,109,9,13,136.25,0.784,169.352439,-0.627636342,0.083343171
5024,681,107,9,6,136.25,0.784,169.352439,-0.627636342,0.083343171
5022,4333,29,11,8,109.18,0.2864,169.4182927,-0.627073367,0.083427715
5021,4654,3,16,18,120.57,0.3484,169.44,-0.626887794,0.083455583
5020,4404,29,16,2,120.57,0.3484,169.44,-0.626887794,0.083455583
5019,2216,16,6,1,94.65,0.0776,169.4858537,-0.626495797,0.083514451
5018,5273,4,19,4,127.89,0.415,169.4919512,-0.626443669,0.083522279
5017,4736,3,7,1,101.91,0.2223,169.5107317,-0.626283117,0.08354639
