section_name,rown_name,seat,Last Seat,# of Seats,POD Size,Level,Description,Notes
226,5,7,8,2,2,200-Level,2 Seat 200-Level,
226,5,11,12,2,2,200-Level,2 Seat 200-Level,
226,5,15,16,2,2,200-Level,2 Seat 200-Level,
226,5,19,20,2,2,200-Level,2 Seat 200-Level,
226,7,1,4,4,4,200-Level,4 Seat 200-Level,
226,7,7,8,2,2,200-Level,2 Seat 200-Level,
226,7,11,12,2,2,200-Level,2 Seat 200-Level,
226,7,15,16,2,2,200-Level,2 Seat 200-Level,
226,7,19,20,2,2,200-Level,2 Seat 200-Level,
226,9,1,2,2,2,200-Level,2 Seat 200-Level,
226,9,5,6,2,2,200-Level,2 Seat 200-Level,
226,9,9,12,4,4,200-Level,4 Seat 200-Level,
226,9,15,16,2,2,200-Level,2 Seat 200-Level,
226,9,19,22,4,4,200-Level,4 Seat 200-Level,
226,9,25,26,2,2,200-Level,2 Seat 200-Level,
226,11,1,2,2,2,200-Level,2 Seat 200-Level,
226,11,5,6,2,2,200-Level,2 Seat 200-Level,
226,11,9,12,4,4,200-Level,4 Seat 200-Level,
226,11,15,16,2,2,200-Level,2 Seat 200-Level,
226,11,19,22,4,4,200-Level,4 Seat 200-Level,
226,11,25,26,2,2,200-Level,2 Seat 200-Level,
226,13,1,2,2,2,200-Level,2 Seat 200-Level,
226,13,5,6,2,2,200-Level,2 Seat 200-Level,
226,13,9,12,4,4,200-Level,4 Seat 200-Level,
226,13,15,16,2,2,200-Level,2 Seat 200-Level,
226,13,19,22,4,4,200-Level,4 Seat 200-Level,
226,13,25,26,2,2,200-Level,2 Seat 200-Level,
226,15,1,2,2,2,200-Level,2 Seat 200-Level,
226,15,5,6,2,2,200-Level,2 Seat 200-Level,
226,15,9,12,4,4,200-Level,4 Seat 200-Level,
226,15,15,16,2,2,200-Level,2 Seat 200-Level,
226,15,19,22,4,4,200-Level,4 Seat 200-Level,
226,15,25,26,2,2,200-Level,2 Seat 200-Level,
226,17,1,2,2,2,200-Level,2 Seat 200-Level,
226,17,5,6,2,2,200-Level,2 Seat 200-Level,
226,17,9,10,2,2,200-Level,2 Seat 200-Level,
226,17,13,14,2,2,200-Level,2 Seat 200-Level,
226,19,1,2,2,2,200-Level,2 Seat 200-Level,
226,19,5,6,2,2,200-Level,2 Seat 200-Level,
226,19,9,11,3,3,200-Level,3 Seat 200-Level,
226,21,1,2,2,2,200-Level,2 Seat 200-Level,
226,21,5,6,2,2,200-Level,2 Seat 200-Level,
226,22,10,13,4,4,200-Level,4 Seat 200-Level,
227,2,1,2,2,2,200-Level,2 Seat 200-Level,
227,4,1,2,2,2,200-Level,2 Seat 200-Level,
227,6,3,6,4,4,200-Level,4 Seat 200-Level,
227,8,1,2,2,2,200-Level,2 Seat 200-Level,
227,8,5,6,2,2,200-Level,2 Seat 200-Level,
227,8,10,13,4,4,200-Level,4 Seat 200-Level,
227,10,1,2,2,2,200-Level,2 Seat 200-Level,
227,10,5,6,2,2,200-Level,2 Seat 200-Level,
227,10,10,11,2,2,200-Level,2 Seat 200-Level,
227,10,14,16,3,3,200-Level,3 Seat 200-Level,
227,12,1,2,2,2,200-Level,2 Seat 200-Level,
227,12,5,6,2,2,200-Level,2 Seat 200-Level,
227,12,10,11,2,2,200-Level,2 Seat 200-Level,
227,12,14,15,2,2,200-Level,2 Seat 200-Level,
227,12,18,20,3,3,200-Level,3 Seat 200-Level,
227,14,1,2,2,2,200-Level,2 Seat 200-Level,
227,14,5,8,4,4,200-Level,4 Seat 200-Level,
227,14,12,13,2,2,200-Level,2 Seat 200-Level,
227,14,16,18,3,3,200-Level,3 Seat 200-Level,
227,14,21,24,4,4,200-Level,4 Seat 200-Level,
227,16,1,2,2,2,200-Level,2 Seat 200-Level,
227,16,5,6,2,2,200-Level,2 Seat 200-Level,
227,16,9,10,2,2,200-Level,2 Seat 200-Level,
227,16,14,15,2,2,200-Level,2 Seat 200-Level,
227,16,18,19,2,2,200-Level,2 Seat 200-Level,
227,16,22,23,2,2,200-Level,2 Seat 200-Level,
227,16,26,27,2,2,200-Level,2 Seat 200-Level,
227,18,1,2,2,2,200-Level,2 Seat 200-Level,
227,18,5,6,2,2,200-Level,2 Seat 200-Level,
227,18,9,12,4,4,200-Level,4 Seat 200-Level,
227,18,15,16,2,2,200-Level,2 Seat 200-Level,
227,18,19,20,2,2,200-Level,2 Seat 200-Level,
227,18,23,24,2,2,200-Level,2 Seat 200-Level,
227,18,27,29,3,3,200-Level,3 Seat 200-Level,
228,1,1,2,2,2,200-Level,2 Seat 200-Level,
228,1,5,6,2,2,200-Level,2 Seat 200-Level,
228,1,9,10,2,2,200-Level,2 Seat 200-Level,
228,1,13,14,2,2,200-Level,2 Seat 200-Level,
228,1,17,18,2,2,200-Level,2 Seat 200-Level,
228,1,21,22,2,2,200-Level,2 Seat 200-Level,
228,3,1,4,4,4,200-Level,4 Seat 200-Level,
228,3,7,9,3,3,200-Level,3 Seat 200-Level,
228,3,12,13,2,2,200-Level,2 Seat 200-Level,
228,3,16,17,2,2,200-Level,2 Seat 200-Level,
228,3,20,21,2,2,200-Level,2 Seat 200-Level,
228,3,24,25,2,2,200-Level,2 Seat 200-Level,
228,5,1,4,4,4,200-Level,4 Seat 200-Level,
228,5,7,8,2,2,200-Level,2 Seat 200-Level,
228,5,11,12,2,2,200-Level,2 Seat 200-Level,
228,5,15,16,2,2,200-Level,2 Seat 200-Level,
228,5,19,20,2,2,200-Level,2 Seat 200-Level,
228,5,23,24,2,2,200-Level,2 Seat 200-Level,
228,7,1,2,2,2,200-Level,2 Seat 200-Level,
228,7,5,6,2,2,200-Level,2 Seat 200-Level,
228,10,1,4,4,4,200-Level,4 Seat 200-Level,
228,10,6,7,2,2,200-Level,2 Seat 200-Level,
228,10,10,11,2,2,200-Level,2 Seat 200-Level,
228,13,1,2,2,2,200-Level,2 Seat 200-Level,
228,13,5,6,2,2,200-Level,2 Seat 200-Level,
228,13,9,10,2,2,200-Level,2 Seat 200-Level,
228,13,13,15,3,3,200-Level,3 Seat 200-Level,
228,13,18,21,4,4,200-Level,4 Seat 200-Level,
228,15,1,4,4,4,200-Level,4 Seat 200-Level,
229,1,1,2,2,2,200-Level,2 Seat 200-Level,
229,1,5,6,2,2,200-Level,2 Seat 200-Level,
229,1,9,12,4,4,200-Level,4 Seat 200-Level,
229,1,15,16,2,2,200-Level,2 Seat 200-Level,
229,1,19,20,2,2,200-Level,2 Seat 200-Level,
229,3,1,2,2,2,200-Level,2 Seat 200-Level,
229,3,5,6,2,2,200-Level,2 Seat 200-Level,
229,3,9,12,4,4,200-Level,4 Seat 200-Level,
229,3,15,16,2,2,200-Level,2 Seat 200-Level,
229,3,19,20,2,2,200-Level,2 Seat 200-Level,
229,5,1,2,2,2,200-Level,2 Seat 200-Level,
229,5,5,6,2,2,200-Level,2 Seat 200-Level,
229,5,9,12,4,4,200-Level,4 Seat 200-Level,
229,5,15,16,2,2,200-Level,2 Seat 200-Level,
229,5,19,20,2,2,200-Level,2 Seat 200-Level,
229,7,1,2,2,2,200-Level,2 Seat 200-Level,
229,7,3,4,2,2,200-Level,2 Seat 200-Level,
229,10,2,5,4,4,200-Level,4 Seat 200-Level,
229,10,6,7,2,2,200-Level,2 Seat 200-Level,
229,10,10,11,2,2,200-Level,2 Seat 200-Level,
229,13,1,2,2,2,200-Level,2 Seat 200-Level,
229,13,5,6,2,2,200-Level,2 Seat 200-Level,
229,13,9,10,2,2,200-Level,2 Seat 200-Level,
229,13,13,14,2,2,200-Level,2 Seat 200-Level,
229,13,17,19,3,3,200-Level,3 Seat 200-Level,
230,5,1,2,2,2,200-Level,2 Seat 200-Level,
230,5,5,6,2,2,200-Level,2 Seat 200-Level,
230,5,9,10,2,2,200-Level,2 Seat 200-Level,
230,5,13,16,4,4,200-Level,4 Seat 200-Level,
230,7,1,2,2,2,200-Level,2 Seat 200-Level,
230,7,5,6,2,2,200-Level,2 Seat 200-Level,
230,7,10,11,2,2,200-Level,2 Seat 200-Level,
230,7,14,15,2,2,200-Level,2 Seat 200-Level,
230,7,18,19,2,2,200-Level,2 Seat 200-Level,
230,9,1,2,2,2,200-Level,2 Seat 200-Level,
230,9,5,6,2,2,200-Level,2 Seat 200-Level,
230,9,9,10,2,2,200-Level,2 Seat 200-Level,
230,9,13,16,4,4,200-Level,4 Seat 200-Level,
230,11,1,2,2,2,200-Level,2 Seat 200-Level,
230,11,5,6,2,2,200-Level,2 Seat 200-Level,
230,11,9,10,2,2,200-Level,2 Seat 200-Level,
230,11,13,14,2,2,200-Level,2 Seat 200-Level,
230,11,17,18,2,2,200-Level,2 Seat 200-Level,
230,13,1,2,2,2,200-Level,2 Seat 200-Level,
230,13,5,6,2,2,200-Level,2 Seat 200-Level,
230,13,9,10,2,2,200-Level,2 Seat 200-Level,
230,13,13,14,2,2,200-Level,2 Seat 200-Level,
230,13,17,18,2,2,200-Level,2 Seat 200-Level,
230,13,21,22,2,2,200-Level,2 Seat 200-Level,
230,13,25,28,4,4,200-Level,4 Seat 200-Level,
231,1,1,2,2,2,200-Level,2 Seat 200-Level,
231,1,5,6,2,2,200-Level,2 Seat 200-Level,
231,1,9,10,2,2,200-Level,2 Seat 200-Level,
231,1,13,14,2,2,200-Level,2 Seat 200-Level,
231,1,17,18,2,2,200-Level,2 Seat 200-Level,
231,1,21,22,2,2,200-Level,2 Seat 200-Level,
231,1,25,26,2,2,200-Level,2 Seat 200-Level,
231,3,1,2,2,2,200-Level,2 Seat 200-Level,
231,3,5,6,2,2,200-Level,2 Seat 200-Level,
231,3,9,10,2,2,200-Level,2 Seat 200-Level,
231,3,13,14,2,2,200-Level,2 Seat 200-Level,
231,3,17,18,2,2,200-Level,2 Seat 200-Level,
231,3,21,22,2,2,200-Level,2 Seat 200-Level,
231,3,25,26,2,2,200-Level,2 Seat 200-Level,
231,5,1,2,2,2,200-Level,2 Seat 200-Level,
231,5,5,6,2,2,200-Level,2 Seat 200-Level,
231,5,9,10,2,2,200-Level,2 Seat 200-Level,
231,5,13,14,2,2,200-Level,2 Seat 200-Level,
231,5,17,18,2,2,200-Level,2 Seat 200-Level,
231,5,21,22,2,2,200-Level,2 Seat 200-Level,
231,5,25,26,2,2,200-Level,2 Seat 200-Level,
231,7,1,2,2,2,200-Level,2 Seat 200-Level,
231,7,5,6,2,2,200-Level,2 Seat 200-Level,
231,7,9,10,2,2,200-Level,2 Seat 200-Level,
231,9,1,4,4,4,200-Level,4 Seat 200-Level,
231,9,7,8,2,2,200-Level,2 Seat 200-Level - Limited View,Limited View
231,11,1,4,4,4,200-Level,4 Seat 200-Level,
231,11,7,8,2,2,200-Level,2 Seat 200-Level - Limited View,Limited View
231,13,1,2,2,2,200-Level,2 Seat 200-Level,
231,13,5,6,2,2,200-Level,2 Seat 200-Level,
231,13,9,10,2,2,200-Level,2 Seat 200-Level - Limited View,Limited View
201WC,7W,1,2,2,2,200-Level,2 Seat 200-Level,ADA
201WC,7W,5,6,2,2,200-Level,2 Seat 200-Level,ADA
203WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA
203WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA
204WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA
204WC,7W,7,10,4,4,200-Level,4 Seat 200-Level,ADA
207WC,2W,5,6,2,2,200-Level,2 Seat 200-Level,ADA
207WC,2W,9,10,2,2,200-Level,2 Seat 200-Level,ADA
209WC,2W,11,14,4,4,200-Level,4 Seat 200-Level,ADA
219WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA
219WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA
220WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA
220WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA
225WC,2W,1,4,4,4,200-Level,4 Seat 200-Level,ADA
225WC,2W,11,14,4,4,200-Level,4 Seat 200-Level,ADA
228WC,7W,1,4,4,4,200-Level,4 Seat 200-Level,ADA
228WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA
229WC,7W,3,4,2,2,200-Level,2 Seat 200-Level,ADA
229WC,7W,7,8,2,2,200-Level,2 Seat 200-Level,ADA
231WC,7W,1,2,2,2,200-Level,2 Seat 200-Level,ADA
231WC,7W,5,6,2,2,200-Level,2 Seat 200-Level,ADA
23WC,19W,1,4,4,4,Center 10,4 Seat Center 10,ADA
23WC,19W,9,12,4,4,Center 10,4 Seat Center 10,ADA
25WC,19W,1,4,4,4,Center 10,4 Seat Center 10,ADA
25WC,19W,11,14,4,4,Center 10,4 Seat Center 10,ADA
31WC,19W,1,4,4,4,Lower Level,4 Seat Lower Level,ADA
31WC,19W,7,10,4,4,Lower Level,4 Seat Lower Level,ADA
3WC,19W,6,7,2,2,Lower Level,2 Seat Lower Level,ADA
3WC,19W,12,13,2,2,Lower Level,2 Seat Lower Level,ADA
7WC,19W,2,3,2,2,Center 10,2 Seat Center 10,ADA
FLR17,AA,5,8,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR17W,AAW,1,4,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR23,AA,1,2,2,2,Courtside,2 Seat Courtside,No F&B at Seats
FLR23,AA,7,8,2,2,Courtside,2 Seat Courtside,No F&B at Seats
FLR23,AA,11,12,2,2,Courtside,2 Seat Courtside,No F&B at Seats
FLR23,AA,15,18,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR23,AA,23,24,2,2,Courtside,2 Seat Courtside,No F&B at Seats
FLR24,AA,29,32,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR24,AA,37,38,2,2,Courtside,2 Seat Courtside,No F&B at Seats
FLR24,AA,43,46,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR25,AA,51,52,2,2,Courtside,2 Seat Courtside,No F&B at Seats
FLR25,AA,57,60,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR25,AA,65,68,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR25,AA,73,74,2,2,Courtside,2 Seat Courtside,No F&B at Seats
FLR31,AA,1,4,4,4,Courtside,4 Seat Courtside,No F&B at Seats
FLR31W,AAW,1,4,4,4,Courtside,4 Seat Courtside,No F&B at Seats
LG1,1,1,4,4,4,Loge,4 Seat Loge,
LG1,2,1,2,2,2,Loge,2 Seat Loge,
LG2,1,1,2,2,2,Loge,2 Seat Loge,
LG2,1,5,8,4,4,Loge,4 Seat Loge,
LG2,2,1,2,2,2,Loge,2 Seat Loge,
LG2,2,5,8,4,4,Loge,4 Seat Loge,
LG3,1,1,2,2,2,Loge,2 Seat Loge,
LG3,1,7,8,2,2,Loge,2 Seat Loge,
LG3,2,1,4,4,4,Loge,4 Seat Loge,
LG3,2,7,8,2,2,Loge,2 Seat Loge,
LG3,2,11,12,2,2,Loge,2 Seat Loge,
LG3,3,15,16,2,2,Loge,2 Seat Loge,
LG3,4,1,4,4,4,Loge,4 Seat Loge,
LG4,1,1,4,4,4,Loge,4 Seat Loge,
LG4,1,7,8,2,2,Loge,2 Seat Loge,
LG4,2,1,2,2,2,Loge,2 Seat Loge,
LG4,2,5,8,4,4,Loge,4 Seat Loge,
LG4,3,1,4,4,4,Loge,4 Seat Loge,
LG4,3,7,8,2,2,Loge,2 Seat Loge,
LG4,4,1,2,2,2,Loge,2 Seat Loge,
LG4,4,5,6,2,2,Loge,2 Seat Loge,
LG4,4,9,10,2,2,Loge,2 Seat Loge,
LG5,1,1,2,2,2,Loge,2 Seat Loge,
LG5,1,5,8,4,4,Loge,4 Seat Loge,
LG5,2,1,2,2,2,Loge,2 Seat Loge,
LG5,2,5,8,4,4,Loge,4 Seat Loge,
LG5,3,1,2,2,2,Loge,2 Seat Loge,
LG5,3,5,8,4,4,Loge,4 Seat Loge,
LG5,4,1,2,2,2,Loge,2 Seat Loge,
LG5,4,5,8,4,4,Loge,4 Seat Loge,
VIP24,1,1,4,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats
VIP24,1,7,8,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP24,1,11,14,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats
VIP24,1,17,18,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP24,3,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP24,3,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP24,3,9,10,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP24,3,13,14,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP24,3,17,18,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP24,5,1,2,2,2,Center 10,2 Seat Center 10,
VIP24,5,5,6,2,2,Center 10,2 Seat Center 10,
VIP24,5,9,10,2,2,Center 10,2 Seat Center 10,
VIP24,5,13,14,2,2,Center 10,2 Seat Center 10,
VIP24,5,17,18,2,2,Center 10,2 Seat Center 10,
VIP25,1,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP25,1,5,8,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats
VIP25,1,11,12,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP25,1,15,18,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats
VIP25,3,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP25,3,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP25,3,9,10,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP25,3,13,14,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP25,3,17,18,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats
VIP25,5,1,2,2,2,Center 10,2 Seat Center 10,
VIP25,5,5,8,4,4,Center 10,4 Seat Center 10,
VIP25,5,11,12,2,2,Center 10,2 Seat Center 10,
VIP25,5,15,18,4,4,Center 10,4 Seat Center 10,
