PC Adult,section_name,row_name,seat,Last Seat,Timestamp,20-Game Plan,10-Game Plan,Pick Plan,Individual ,tickets_sold,20-Game Plan $,10-Game Plan $,Pick Plan $,Group $,gross_revenue
4,FLR17,AA,6,8,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
4,FLR17,AA,7,8,4/23/2021 9:58,0,0,0,4,4,$0 ,$0 ,$0 ,$0 ,"13,669"
4,FLR17W,AAW,1,1,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
4,FLR17W,AAW,1,2,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"5,445"
4,FLR17W,AAW,1,3,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
4,FLR17W,AAW,1,4,4/23/2021 9:58,4,0,0,0,4,$648 ,$0 ,$0 ,$0 ,0
4,FLR17W,AAW,2,2,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
4,FLR17W,AAW,3,3,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
4,FLR17W,AAW,3,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
4,FLR17W,AAW,4,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
4,FLR31,AA,1,1,4/23/2021 9:58,1,0,0,0,1,"$2,622 ",$0 ,$0 ,$0 ,0
4,FLR31,AA,1,2,4/23/2021 9:58,38,0,0,0,38,"$125,086 ",$0 ,$0 ,$0 ,0
4,FLR31,AA,2,2,4/23/2021 9:58,1,0,0,0,1,"$2,622 ",$0 ,$0 ,$0 ,0
4,FLR31,AA,3,4,4/23/2021 9:58,40,0,0,0,40,"$130,329 ",$0 ,$0 ,$0 ,0
4,FLR31W,AAW,1,2,4/23/2021 9:58,2,0,0,0,2,"$5,947 ",$0 ,$0 ,$0 ,0
4,FLR31W,AAW,1,4,4/23/2021 9:58,64,0,0,0,64,"$161,222 ",$0 ,$0 ,$0 ,0
4,FLR31W,AAW,3,4,4/23/2021 9:58,2,0,0,0,2,"$5,947 ",$0 ,$0 ,$0 ,0
6,PLT7,TBL1,1,2,4/23/2021 9:58,2,0,0,0,2,$578 ,$0 ,$0 ,$0 ,0
6,PLT7,TBL1,1,4,4/23/2021 9:58,76,0,0,0,76,"$70,205 ",$0 ,$0 ,$0 ,0
6,PLT7,TBL1,3,4,4/23/2021 9:58,2,0,0,0,2,$578 ,$0 ,$0 ,$0 ,0
6,PLT7,TBL1,5,6,4/23/2021 9:58,0,0,0,26,26,$0 ,$0 ,$0 ,$0 ,"9,100"
6,PLT7,TBL2,1,2,4/23/2021 9:58,22,0,0,0,22,"$21,008 ",$0 ,$0 ,$0 ,0
6,PLT7,TBL2,1,3,4/23/2021 9:58,3,0,0,0,3,"$6,481 ",$0 ,$0 ,$0 ,0
6,PLT7,TBL2,1,4,4/23/2021 9:58,32,0,0,0,32,"$20,703 ",$0 ,$0 ,$0 ,0
6,PLT7,TBL2,3,4,4/23/2021 9:58,22,0,0,0,22,"$21,008 ",$0 ,$0 ,$0 ,0
6,PLT7,TBL2,4,4,4/23/2021 9:58,1,0,0,0,1,"$2,161 ",$0 ,$0 ,$0 ,0
6,PLT7,TBL2,5,6,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"1,500"
6,PLT10,TBL1,1,1,4/23/2021 9:58,4,0,0,0,4,"$5,509 ",$0 ,$0 ,$0 ,0
6,PLT10,TBL1,1,4,4/23/2021 9:58,64,0,0,0,64,"$49,324 ",$0 ,$0 ,$0 ,0
6,PLT10,TBL1,2,2,4/23/2021 9:58,4,0,0,0,4,"$5,509 ",$0 ,$0 ,$0 ,0
6,PLT10,TBL1,3,3,4/23/2021 9:58,4,0,0,0,4,"$5,509 ",$0 ,$0 ,$0 ,0
6,PLT10,TBL1,4,4,4/23/2021 9:58,4,0,0,0,4,"$5,509 ",$0 ,$0 ,$0 ,0
6,PLT23,TBL1,1,4,4/23/2021 9:58,80,0,0,0,80,"$107,734 ",$0 ,$0 ,$0 ,0
6,PLT25,TBL1,1,1,4/23/2021 9:58,7,0,0,0,7,"$9,671 ",$0 ,$0 ,$0 ,0
6,PLT25,TBL1,1,2,4/23/2021 9:58,4,0,0,0,4,"$9,297 ",$0 ,$0 ,$0 ,0
6,PLT25,TBL1,1,4,4/23/2021 9:58,44,0,0,0,44,"$50,455 ",$0 ,$0 ,$0 ,0
6,PLT25,TBL1,2,2,4/23/2021 9:58,7,0,0,0,7,"$9,671 ",$0 ,$0 ,$0 ,0
6,PLT25,TBL1,3,3,4/23/2021 9:58,5,0,0,0,5,"$8,267 ",$0 ,$0 ,$0 ,0
6,PLT25,TBL1,3,4,4/23/2021 9:58,8,0,0,0,8,"$12,105 ",$0 ,$0 ,$0 ,0
6,PLT25,TBL1,4,4,4/23/2021 9:58,5,0,0,0,5,"$8,267 ",$0 ,$0 ,$0 ,0
7,PLT1,TBL1,1,4,4/23/2021 9:58,4,0,0,0,4,"$4,787 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL1,1,1,4/23/2021 9:58,1,0,0,0,1,$962 ,$0 ,$0 ,$0 ,0
7,PLT31,TBL1,1,2,4/23/2021 9:58,6,0,0,0,6,"$9,184 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL1,1,3,4/23/2021 9:58,3,0,0,0,3,"$3,590 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL1,1,4,4/23/2021 9:58,60,0,0,0,60,"$80,731 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL1,2,3,4/23/2021 9:58,2,0,0,0,2,"$1,924 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL1,3,4,4/23/2021 9:58,6,0,0,0,6,"$9,184 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL1,4,4,4/23/2021 9:58,2,0,0,0,2,"$2,159 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL2,1,2,4/23/2021 9:58,2,0,0,0,2,"$1,093 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL2,1,4,4/23/2021 9:58,20,0,0,4,24,"$33,389 ",$0 ,$0 ,$0 ,"8,060"
7,PLT31,TBL2,3,4,4/23/2021 9:58,2,0,0,0,2,"$1,093 ",$0 ,$0 ,$0 ,0
7,PLT31,TBL2,5,6,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"1,500"
8,6,8,1,2,4/23/2021 9:58,0,0,0,8,8,$0 ,$0 ,$0 ,$0 ,"4,661"
8,6,10,6,7,4/23/2021 9:58,0,0,0,4,4,$0 ,$0 ,$0 ,$0 ,"1,947"
8,10,8,3,3,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,10,8,3,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,10,8,3,6,4/23/2021 9:58,0,0,0,12,12,$0 ,$0 ,$0 ,$0 ,"11,580"
8,10,8,4,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,10,8,4,6,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,10,8,5,5,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,10,8,5,6,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,150
8,10,8,6,6,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,10,11,7,8,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,22,2,1,2,4/23/2021 9:58,20,0,0,0,20,"$13,712 ",$0 ,$0 ,$0 ,0
8,22,5,1,2,4/23/2021 9:58,38,0,0,0,38,"$22,445 ",$0 ,$0 ,$0 ,0
8,22,7,4,5,4/23/2021 9:58,0,0,0,4,4,$0 ,$0 ,$0 ,$0 ,"1,880"
8,22,8,1,2,4/23/2021 9:58,2,0,0,0,2,"$3,746 ",$0 ,$0 ,$0 ,0
8,22,9,2,4,4/23/2021 9:58,0,0,0,3,3,$0 ,$0 ,$0 ,$0 ,"1,905"
8,22,9,2,5,4/23/2021 9:58,16,0,4,8,28,"$11,021 ",$0 ,"$1,346 ",$0 ,"5,114"
8,22,9,5,5,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,23,5,3,3,4/23/2021 9:58,1,0,0,0,1,$227 ,$0 ,$0 ,$0 ,0
8,23,5,3,4,4/23/2021 9:58,38,0,0,0,38,"$22,823 ",$0 ,$0 ,$0 ,0
8,23,5,4,4,4/23/2021 9:58,1,0,0,0,1,$227 ,$0 ,$0 ,$0 ,0
8,23,5,14,14,4/23/2021 9:58,1,0,0,0,1,$155 ,$0 ,$0 ,$0 ,0
8,23,5,14,15,4/23/2021 9:58,18,0,0,0,18,"$16,495 ",$0 ,$0 ,$0 ,0
8,23,5,14,17,4/23/2021 9:58,40,0,0,0,40,"$12,948 ",$0 ,$0 ,$0 ,0
8,23,5,15,15,4/23/2021 9:58,1,0,0,0,1,$155 ,$0 ,$0 ,$0 ,0
8,23,5,16,16,4/23/2021 9:58,4,0,0,0,4,"$1,773 ",$0 ,$0 ,$0 ,0
8,23,5,16,17,4/23/2021 9:58,12,0,0,0,12,"$13,258 ",$0 ,$0 ,$0 ,0
8,23,5,17,17,4/23/2021 9:58,4,0,0,0,4,"$1,773 ",$0 ,$0 ,$0 ,0
8,23,7,9,10,4/23/2021 9:58,40,0,0,0,40,"$23,278 ",$0 ,$0 ,$0 ,0
8,23,9,3,3,4/23/2021 9:58,6,0,0,0,6,"$4,537 ",$0 ,$0 ,$0 ,0
8,23,9,3,4,4/23/2021 9:58,28,0,0,0,28,"$14,203 ",$0 ,$0 ,$0 ,0
8,23,9,4,4,4/23/2021 9:58,6,0,0,0,6,"$4,537 ",$0 ,$0 ,$0 ,0
8,23,9,15,16,4/23/2021 9:58,40,0,0,0,40,"$23,278 ",$0 ,$0 ,$0 ,0
8,24,7,9,10,4/23/2021 9:58,40,0,0,0,40,"$23,278 ",$0 ,$0 ,$0 ,0
8,24,9,3,6,4/23/2021 9:58,76,0,0,0,76,"$44,890 ",$0 ,$0 ,$0 ,0
8,24,9,14,14,4/23/2021 9:58,1,0,0,0,1,$918 ,$0 ,$0 ,$0 ,0
8,24,9,14,15,4/23/2021 9:58,2,0,0,0,2,"$1,426 ",$0 ,$0 ,$0 ,0
8,24,9,14,17,4/23/2021 9:58,72,0,0,0,72,"$40,031 ",$0 ,$0 ,$0 ,0
8,24,9,15,17,4/23/2021 9:58,3,0,0,0,3,"$2,755 ",$0 ,$0 ,$0 ,0
8,24,9,16,17,4/23/2021 9:58,2,0,0,0,2,"$1,426 ",$0 ,$0 ,$0 ,0
8,25,7,9,10,4/23/2021 9:58,34,0,0,0,34,"$20,186 ",$0 ,$0 ,$0 ,0
8,25,9,3,3,4/23/2021 9:58,1,0,0,0,1,$336 ,$0 ,$0 ,$0 ,0
8,25,9,3,4,4/23/2021 9:58,22,0,0,0,22,"$12,639 ",$0 ,$0 ,$0 ,0
8,25,9,3,6,4/23/2021 9:58,32,0,0,0,32,"$19,932 ",$0 ,$0 ,$0 ,0
8,25,9,4,5,4/23/2021 9:58,2,0,0,0,2,$673 ,$0 ,$0 ,$0 ,0
8,25,9,5,6,4/23/2021 9:58,22,0,0,0,22,"$12,639 ",$0 ,$0 ,$0 ,0
8,25,9,6,6,4/23/2021 9:58,1,0,0,0,1,$336 ,$0 ,$0 ,$0 ,0
8,25,9,15,16,4/23/2021 9:58,38,0,0,0,38,"$22,445 ",$0 ,$0 ,$0 ,0
8,26,2,1,2,4/23/2021 9:58,14,0,0,4,18,"$6,038 ",$0 ,$0 ,$0 ,"2,577"
8,26,5,3,4,4/23/2021 9:58,38,0,0,2,40,"$19,532 ",$0 ,$0 ,$0 ,"1,250"
8,26,9,3,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,26,9,3,6,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,26,9,7,7,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,420
8,26,11,7,8,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
8,FLR23,AA,7,8,4/23/2021 9:58,2,0,0,0,2,$833 ,$0 ,$0 ,$0 ,0
8,FLR23,AA,15,18,4/23/2021 9:58,4,0,0,0,4,"$1,666 ",$0 ,$0 ,$0 ,0
8,FLR31W,AAW,1,2,4/23/2021 9:58,2,0,0,0,2,$833 ,$0 ,$0 ,$0 ,0
8,VIP24,5,3,4,4/23/2021 9:58,40,0,0,0,40,"$23,278 ",$0 ,$0 ,$0 ,0
8,VIP24,5,13,13,4/23/2021 9:58,6,0,0,0,6,"$3,584 ",$0 ,$0 ,$0 ,0
8,VIP24,5,13,14,4/23/2021 9:58,28,0,0,0,28,"$16,109 ",$0 ,$0 ,$0 ,0
8,VIP24,5,14,14,4/23/2021 9:58,6,0,0,0,6,"$3,584 ",$0 ,$0 ,$0 ,0
8,VIP24,5,15,15,4/23/2021 9:58,5,0,0,0,5,"$3,430 ",$0 ,$0 ,$0 ,0
8,VIP24,5,15,16,4/23/2021 9:58,30,0,0,0,30,"$16,418 ",$0 ,$0 ,$0 ,0
8,VIP24,5,16,16,4/23/2021 9:58,5,0,0,0,5,"$3,430 ",$0 ,$0 ,$0 ,0
8,VIP25,5,3,3,4/23/2021 9:58,2,0,0,0,2,"$1,555 ",$0 ,$0 ,$0 ,0
8,VIP25,5,3,4,4/23/2021 9:58,36,0,0,0,36,"$20,168 ",$0 ,$0 ,$0 ,0
8,VIP25,5,4,4,4/23/2021 9:58,2,0,0,0,2,"$1,555 ",$0 ,$0 ,$0 ,0
8,VIP25,5,13,15,4/23/2021 9:58,3,0,0,0,3,"$2,592 ",$0 ,$0 ,$0 ,0
8,VIP25,5,13,16,4/23/2021 9:58,72,0,0,0,72,"$42,410 ",$0 ,$0 ,$0 ,0
8,VIP25,5,16,16,4/23/2021 9:58,1,0,0,0,1,$864 ,$0 ,$0 ,$0 ,0
9,6,11,1,2,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
9,7,10,1,1,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,575
9,7,10,1,2,4/23/2021 9:58,0,0,0,10,10,$0 ,$0 ,$0 ,$0 ,"8,071"
9,7,10,2,2,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,575
9,7,10,8,9,4/23/2021 9:58,0,0,0,4,4,$0 ,$0 ,$0 ,$0 ,"3,228"
9,7,10,8,11,4/23/2021 9:58,0,0,0,8,8,$0 ,$0 ,$0 ,$0 ,"4,260"
9,7,10,10,10,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,25
9,7,10,10,11,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"1,990"
9,7,10,17,17,4/23/2021 9:58,1,0,0,0,1,"$1,323 ",$0 ,$0 ,$0 ,0
9,7,10,17,18,4/23/2021 9:58,12,0,0,4,16,"$4,956 ",$0 ,$0 ,$0 ,"5,300"
9,7,10,18,18,4/23/2021 9:58,1,0,0,0,1,"$1,323 ",$0 ,$0 ,$0 ,0
9,9,9,1,2,4/23/2021 9:58,0,0,14,6,20,$0 ,$0 ,"$11,463 ",$0 ,"5,316"
9,9,9,8,11,4/23/2021 9:58,0,0,0,32,32,$0 ,$0 ,$0 ,$0 ,"23,625"
9,9,9,17,18,4/23/2021 9:58,0,0,10,0,10,$0 ,$0 ,"$11,166 ",$0 ,0
9,10,11,7,8,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"1,100"
9,23,1,1,2,4/23/2021 9:58,2,0,8,20,30,$955 ,$0 ,"$4,550 ",$0 ,"29,559"
9,23,1,9,10,4/23/2021 9:58,28,0,0,0,28,"$22,223 ",$0 ,$0 ,$0 ,0
9,23,1,16,18,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
9,23,1,17,18,4/23/2021 9:58,0,0,22,2,24,$0 ,$0 ,"$21,927 ",$0 ,"3,100"
9,23,2,5,6,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
9,23,2,13,14,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
9,23,4,8,8,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,"1,755"
9,23,4,9,10,4/23/2021 9:58,0,0,0,10,10,$0 ,$0 ,$0 ,$0 ,"12,100"
9,23,4,16,17,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"1,300"
9,23,4,18,18,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,650
9,23,5,18,18,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,650
9,23,6,15,18,4/23/2021 9:58,0,0,0,4,4,$0 ,$0 ,$0 ,$0 ,"2,600"
9,23,7,1,2,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
9,25,7,1,2,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,690
9,25,7,17,18,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,347
9,VIP25,1,1,2,4/23/2021 9:58,34,0,0,0,34,"$20,228 ",$0 ,$0 ,$0 ,0
9,VIP25,1,8,8,4/23/2021 9:58,2,0,0,0,2,"$3,863 ",$0 ,$0 ,$0 ,0
9,VIP25,1,8,9,4/23/2021 9:58,30,0,0,0,30,"$21,778 ",$0 ,$0 ,$0 ,0
9,VIP25,1,9,9,4/23/2021 9:58,2,0,0,0,2,"$3,863 ",$0 ,$0 ,$0 ,0
9,VIP25,1,15,16,4/23/2021 9:58,0,0,4,0,4,$0 ,$0 ,"$4,179 ",$0 ,0
9,VIP25,1,15,18,4/23/2021 9:58,0,0,32,12,44,$0 ,$0 ,"$31,687 ",$0 ,"15,174"
9,VIP25,1,17,18,4/23/2021 9:58,0,0,4,0,4,$0 ,$0 ,"$4,179 ",$0 ,0
9,VIP25,4,8,9,4/23/2021 9:58,20,0,0,0,20,"$24,669 ",$0 ,$0 ,$0 ,0
A,9,14,1,2,4/23/2021 9:58,0,0,0,6,6,$0 ,$0 ,$0 ,$0 ,"4,020"
A,9,14,17,17,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,9,14,18,18,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,9,17,10,11,4/23/2021 9:58,18,0,0,0,18,"$8,966 ",$0 ,$0 ,$0 ,0
A,9,17,11,11,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,"1,250"
A,23,12,1,2,4/23/2021 9:58,2,0,0,0,2,$855 ,$0 ,$0 ,$0 ,0
A,23,12,1,4,4/23/2021 9:58,40,0,0,8,48,"$16,877 ",$0 ,$0 ,$0 ,600
A,23,12,3,4,4/23/2021 9:58,2,0,0,0,2,$855 ,$0 ,$0 ,$0 ,0
A,23,15,11,11,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,305
A,23,15,11,12,4/23/2021 9:58,22,0,0,6,28,"$9,873 ",$0 ,$0 ,$0 ,"2,070"
A,23,15,12,12,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,305
A,23,15,17,18,4/23/2021 9:58,0,0,0,6,6,$0 ,$0 ,$0 ,$0 ,"3,693"
A,25,11,1,1,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,229
A,25,11,1,2,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"1,190"
A,25,11,2,2,4/23/2021 9:58,0,0,0,1,1,$0 ,$0 ,$0 ,$0 ,229
A,25,12,15,15,4/23/2021 9:58,1,0,0,2,3,"$1,397 ",$0 ,$0 ,$0 ,150
A,25,12,15,18,4/23/2021 9:58,40,0,0,0,40,"$15,913 ",$0 ,$0 ,$0 ,0
A,25,12,16,18,4/23/2021 9:58,3,0,0,6,9,"$4,190 ",$0 ,$0 ,$0 ,450
A,25,15,1,2,4/23/2021 9:58,0,0,0,2,2,$0 ,$0 ,$0 ,$0 ,"1,150"
A,25,15,8,9,4/23/2021 9:58,28,0,0,4,32,"$9,893 ",$0 ,$0 ,$0 ,"1,320"
A,A1,1,1,1,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,1,2,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,1,3,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,1,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,2,2,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,2,3,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,2,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,3,3,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,3,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,1,4,4,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,5,5,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,5,6,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,5,8,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,6,6,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,6,7,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,6,8,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,7,7,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,7,8,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,2,8,8,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,BS,1,1,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,BS,1,2,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
A,A1,BS,2,2,4/23/2021 9:58,0,0,0,0,0,$0 ,$0 ,$0 ,$0 ,0
